correction_id,target,wiki_path,column_name,status,edited_line_no,old_desc,new_desc,notes
VU_FactBilling_ForBigQuery.AccountIDAsDecimal,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,AccountIDAsDecimal,applied,114,Account identifier (numeric string). XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"COALESCE(`[DWH_dbo].[ExtractXMLValue]('AccountIDAsDecimal',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('AccountIDAsDecimal',f.FundingData)`). (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.AccountNameAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,AccountNameAsString,applied,93,Bank account holder name. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('AccountNameAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.AccountTypeAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,AccountTypeAsString,applied,94,"Bank account type (checking, savings). XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki)","`[DWH_dbo].[ExtractXMLValue]('AccountTypeAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.Address1AsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,Address1AsString,applied,116,Billing address line 1. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('Address1AsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.Address2AsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,Address2AsString,applied,117,Billing address line 2. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('Address2AsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.AdviseAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,AdviseAsString,applied,118,Payment provider advisory message. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('AdviseAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.Amount,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,Amount,applied,58,Deposit amount in deposit currency. Capped via CASE since 2025-04-17. (Tier 1 — inherited from Fact_BillingDeposit wiki),ETL `CASE WHEN d.Amount >= 1000000000 THEN 99999999 WHEN d.Amount <= -1000000000 THEN -99999999 ELSE d.Amount END` (2025-04-17 cap). (Tier 2 — via Fact_BillingDeposit),L1-structural
VU_FactBilling_ForBigQuery.AmountUSD,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,AmountUSD,applied,79,Deposit amount converted to USD. DWH-computed: Amount × ExchangeRate. (Tier 1 — inherited from Fact_BillingDeposit wiki),Second INSERT: `Amount * ExchangeRate AS AmountUSD` from `Ext_FBD_Fact_BillingDeposit` snapshot (post-cap `Amount`). (Tier 2 — via Fact_BillingDeposit),L1-structural
VU_FactBilling_ForBigQuery.AvailableBalanceAsDecimal,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,AvailableBalanceAsDecimal,applied,119,Available balance from provider. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('AvailableBalanceAsDecimal',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BICCodeAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BICCodeAsString,applied,101,SWIFT/BIC code for wire transfers. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('BICCodeAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BankAccountAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BankAccountAsString,applied,95,Bank account number (masked). XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('BankAccountAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BankAddressAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BankAddressAsString,applied,96,Bank address. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('BankAddressAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BankCodeAsDecimal,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BankCodeAsDecimal,applied,97,Bank code (numeric string). XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('BankCodeAsDecimal',f.FundingData)` stored as nvarchar(max). (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BankCodeAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BankCodeAsString,applied,120,Bank code (string form). XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"COALESCE(`[DWH_dbo].[ExtractXMLValue]('BankCodeAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('BankCodeAsString',f.FundingData)`). (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BankDetailsAccountIDAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BankDetailsAccountIDAsString,applied,98,Bank details account identifier. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('BankDetailsAccountIDAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BankIDAsInteger,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BankIDAsInteger,applied,74,Bank identifier integer. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"COALESCE(`[DWH_dbo].[ExtractXMLValue]('BankIDAsInteger',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('BankIDAsInteger',f.FundingData)`). (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BankIDAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BankIDAsString,applied,99,Bank identifier string. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('BankIDAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BankNameAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BankNameAsString,applied,100,Name of the bank. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('BankNameAsString',f.FundingData)` (XML). Distinct from `BankName` column enriched from `Dim_CountryBin`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BillNumberAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BillNumberAsString,applied,121,Bill/invoice number. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('BillNumberAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BinCodeAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BinCodeAsString,applied,90,Card BIN (first 6-8 digits). XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('BinCodeAsString',f.FundingData)`. Downstream `SP_Fact_BillingDeposit`: `CAST(BinCodeAsString AS INT) = Dim_CountryBin.BinCode`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BinCountryIDAsInteger,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BinCountryIDAsInteger,applied,53,Country of card BIN. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('BinCountryIDAsInteger',f.FundingData)` assigned to `int` (implicit cast from string). Prefer `TRY_CAST` for analytics. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.BuildingNumberAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,BuildingNumberAsString,applied,122,Building number in address. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('BuildingNumberAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CIDAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CIDAsString,applied,102,Customer ID as string (XML cross-check). XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CIDAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CardHolderPhoneNumberBodyAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CardHolderPhoneNumberBodyAsString,applied,123,Cardholder phone number body. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CardHolderPhoneNumberBodyAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CardHolderPhoneNumberPrefixAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CardHolderPhoneNumberPrefixAsString,applied,124,Cardholder phone number prefix. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CardHolderPhoneNumberPrefixAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CardNumberAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CardNumberAsString,applied,125,Card number (masked). XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"COALESCE(`[DWH_dbo].[ExtractXMLValue]('CardNumberAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('CardNumberAsString',f.FundingData)`). (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CardTypeIDAsInteger,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CardTypeIDAsInteger,applied,54,"Card type ID (Visa, MC, etc.). XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki)","`[DWH_dbo].[ExtractXMLValue]('CardTypeIDAsInteger',f.FundingData)` assigned to `int`. Dictionary meaning beyond SQL `[UNVERIFIED]`. (Tier 3 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CityAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CityAsString,applied,126,Billing city. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CityAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CountryIDAsInteger,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CountryIDAsInteger,applied,72,Customer country from payment data. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CountryIDAsInteger',f.FundingData)` (Funding XML, despite column name). (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CountryIDAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CountryIDAsString,applied,127,Country identifier string. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CountryIDAsString',d.PaymentData)`. Feeds `MOPCountry` resolution in `SP_Fact_BillingDeposit` via `Dim_Country` joins. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CountryNameAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CountryNameAsString,applied,128,Country name from payment XML. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CountryNameAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CreatedAtAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CreatedAtAsString,applied,129,Payment instrument creation timestamp. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CreatedAtAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CurrentBalanceAsDecimal,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CurrentBalanceAsDecimal,applied,130,Current balance from provider. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CurrentBalanceAsDecimal',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CustomerAddressAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CustomerAddressAsString,applied,104,Customer's billing address. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CustomerAddressAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CustomerIDAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CustomerIDAsString,applied,131,Customer ID string from payment data. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CustomerIDAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.CustomerNameAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,CustomerNameAsString,applied,105,Customer name from payment instrument. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('CustomerNameAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.DepositID,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,DepositID,applied,50,PK. Uniquely identifies each deposit attempt. HASH distribution key. (Tier 1 — inherited from Fact_BillingDeposit wiki),"Deposit identifier carried from the underlying Fact_BillingDeposit table, where it serves as the primary key. In this BigQuery-export view the column is nullable and has no PK or distribution constraint.",judge-only
VU_FactBilling_ForBigQuery.DepotID,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,DepotID,applied,52,Acquirer/gateway configuration used for this deposit. (Tier 1 — inherited from Fact_BillingDeposit wiki),Passthrough `d.DepotID` — foreign key referencing the depot/gateway identifier (Tier 1 - Fact_BillingDeposit.md),L2-semantic
VU_FactBilling_ForBigQuery.DocumentRequired,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,DocumentRequired,applied,69,Whether documentation was required. From Billing.Funding. (Tier 1 — inherited from Fact_BillingDeposit wiki),ETL `CAST(f.DocumentRequired AS int)`. (Tier 2 — via Fact_BillingDeposit),L1-structural
VU_FactBilling_ForBigQuery.EmailAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,EmailAsString,applied,132,Customer email from payment instrument. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"COALESCE(`[DWH_dbo].[ExtractXMLValue]('EmailAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('EmailAsString',f.FundingData)`). (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.EndPointIDAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,EndPointIDAsString,applied,133,Payment provider endpoint identifier. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('EndPointIDAsString',d.PaymentData)`. PSP endpoint id; business label `[UNVERIFIED]`. (Tier 3 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.ErrorCodeAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,ErrorCodeAsString,applied,134,Provider error code on decline. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('ErrorCodeAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.ErrorTypeAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,ErrorTypeAsString,applied,135,Provider error type classification. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('ErrorTypeAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.ExchangeFee,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,ExchangeFee,applied,76,Exchange fee in basis points. (Tier 1 — inherited from Fact_BillingDeposit wiki),Exchange fee passthrough from Billing.Deposit; integer encoding — unit unverified (see upstream Billing.Deposit for semantics). (Tier 1 - Billing.Deposit),L2-semantic
VU_FactBilling_ForBigQuery.ExpirationDateID,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,ExpirationDateID,applied,71,Card expiration date as YYYYMMDD integer. NC index key. (Tier 1 — inherited from Fact_BillingDeposit wiki),"ETL CASE on `[DWH_dbo].[ExtractXMLValue]('ExpirationDateAsString',f.FundingData)$`: NULL or `LEN<4` → `190001` else `200000 + RIGHT(val,2)*100 + LEFT(val,2)` where `val` = extracted string (`SP…`). `[DWH_dbo].[ExtractXMLValue]` = `[DWH_dbo].[ExtractXMLValue]`. Non-card / format edge cases `[UNVERIFIED]`. (Tier 3 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.FirstNameAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,FirstNameAsString,applied,136,Cardholder/account holder first name. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('FirstNameAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.FundingID,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,FundingID,applied,48,"Payment instrument (credit card, bank account, e-wallet) used for this deposit. References Billing.Funding. (Tier 1 — inherited from Fact_BillingDeposit wiki)",Foreign key (FundingID) joining to etoro_Billing_Funding; passthrough from Billing.Deposit. (Tier 1 - Fact_BillingDeposit.md),L2-semantic
VU_FactBilling_ForBigQuery.FundingType,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,FundingType,applied,106,Funding type label from XML. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('FundingType',f.FundingData)` textual label alongside typed `FundingTypeID`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.FundingTypeID,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,FundingTypeID,applied,67,Payment instrument type from Billing.Funding. (Tier 1 — inherited from Fact_BillingDeposit wiki),JOIN `f.FundingTypeID` where `d.FundingID = f.FundingID`. (Tier 2 — via Fact_BillingDeposit),L1-structural
VU_FactBilling_ForBigQuery.IBANCodeAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,IBANCodeAsString,applied,137,IBAN for wire/SEPA transfers. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"COALESCE(`[DWH_dbo].[ExtractXMLValue]('IBANCodeAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('IBANCodeAsString',f.FundingData)`). (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.IPAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,IPAsString,applied,139,Customer IP as string. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('IPAsString',d.PaymentData)`. Parallel to numeric `IPAddress`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.InitialTransactionIDAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,InitialTransactionIDAsString,applied,138,Initial transaction ID for recurring. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('InitialTransactionIDAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.IsRefundExcluded,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,IsRefundExcluded,applied,68,Whether deposit is excluded from refund eligibility. From Billing.Funding. (Tier 1 — inherited from Fact_BillingDeposit wiki),ETL `CAST(f.IsRefundExcluded AS int)`. (Tier 2 — via Fact_BillingDeposit),L1-structural
VU_FactBilling_ForBigQuery.LanguageIDAsInteger,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,LanguageIDAsInteger,applied,140,Language ID from payment data. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('LanguageIDAsInteger',d.PaymentData)` (nvarchar(max) column). (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.LastNameAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,LastNameAsString,applied,141,Cardholder/account holder last name. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('LastNameAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.MD5AsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,MD5AsString,applied,142,MD5 hash from payment provider. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('MD5AsString',d.PaymentData)` provider hash / fingerprint `[UNVERIFIED]`. (Tier 3 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.MOPCountry,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,MOPCountry,applied,170,Method-of-Payment country code. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`UPDATE … SET MOPCountry=m.MOPCountry` from `#MOPCountryFinal` built off `CountryIDAsString` with nested `LEFT JOIN Dim_Country` on numeric id vs `LongAbbreviation` vs `Abbreviation` (`SP_Fact_BillingDeposit`, `@dateID` slice). (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.MaskedAccountIDAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,MaskedAccountIDAsString,applied,107,Masked account/card identifier for display. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('MaskedAccountIDAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.ModificationDateID,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,ModificationDateID,applied,47,Integer YYYYMMDD derived from ModificationDate. Used for rolling-window DELETE+INSERT. (Tier 1 — inherited from Fact_BillingDeposit wiki),"ETL `convert(int,convert(varchar,dateadd(day,datediff(day,0,d.ModificationDate),0),112))` (`SP_Fact_BillingDeposit_DL_To_Synapse` Ext_FBD SELECT). (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.PSPCodeAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,PSPCodeAsString,applied,159,Payment service provider code. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('PSPCodeAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.PayerAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,PayerAsString,applied,143,Payer name (PayPal/e-wallet). XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('PayerAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.PayerBusiness,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,PayerBusiness,applied,144,Payer business name (PayPal). XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"`[DWH_dbo].[ExtractXMLValue]('PayerBusiness',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",L1-structural
VU_FactBilling_ForBigQuery.PayerIDAsString,wikis,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,PayerIDAsString,applied,145,Payer identifier string. XML-extracted. (Tier 1 — inherited from Fact_BillingDeposit wiki),"COALESCE(`[DWH_dbo].[ExtractXMLValue]('PayerIDAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('PayerIDAsString',f.FundingData)`). (Tier 2 — via Fact_BillingDeposit)",L1-structural
