schema_folder,object_name,object_kind,wiki_md,wiki_alter_exists,uc_table,uc_exists,uc_table_comment_set,uc_total_cols,uc_commented_cols,uc_tier_drift_cols,uc_col_coverage_pct,bucket
BI_DB_dbo,BI_DB_Trading_Failures_Risk,Table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Trading_Failures_Risk.md,yes,main.trading.gold_sql_dp_prod_we_bi_db_dbo_bi_db_trading_failures_risk,yes,yes,19,16,0,84.2,OK
BI_DB_dbo,BI_DB_Withdraw_Rollback_PIPs,Table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Withdraw_Rollback_PIPs.md,yes,main.general.gold_sql_dp_prod_we_bi_db_dbo_bi_db_withdraw_rollback_pips,yes,yes,37,33,0,89.2,OK
BI_DB_dbo,Client_Balance_Breakdown_Instrument_Level,Table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Client_Balance_Breakdown_Instrument_Level.md,yes,main.finance.gold_sql_dp_prod_we_bi_db_dbo_client_balance_breakdown_instrument_level,yes,yes,56,55,0,98.2,OK
BI_DB_dbo,DWH_CIDs7DaysDeviation,Table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/DWH_CIDs7DaysDeviation.md,yes,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_cids7daysdeviation,yes,yes,7,7,0,100.0,OK
BI_DB_dbo,DWH_CIDsDailyRisk,Table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/DWH_CIDsDailyRisk.md,yes,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_cidsdailyrisk,yes,yes,8,8,0,100.0,OK
BI_DB_dbo,DWH_GainDaily,Table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/DWH_GainDaily.md,yes,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dwh_gaindaily,yes,yes,16,13,0,81.2,OK
BI_DB_dbo,Dim_Revenue_Metrics,Table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/Dim_Revenue_Metrics.md,yes,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_dim_revenue_metrics,yes,yes,6,6,0,100.0,OK
BI_DB_dbo,External_Cmrdb_FxRate,Table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/External_Cmrdb_FxRate.md,yes,main.finance.gold_sql_dp_prod_we_bi_db_dbo_external_cmrdb_fxrate,yes,yes,14,14,0,100.0,OK
BI_DB_dbo,V_BI_DB_AllDeposits,View,knowledge/synapse/Wiki/BI_DB_dbo/Views/V_BI_DB_AllDeposits.md,yes,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_v_bi_db_alldeposits,yes,yes,129,129,0,100.0,OK
BI_DB_dbo,V_BI_DB_BO_Generated_Compensations,View,knowledge/synapse/Wiki/BI_DB_dbo/Views/V_BI_DB_BO_Generated_Compensations.md,yes,main.general.gold_sql_dp_prod_we_bi_db_dbo_v_bi_db_bo_generated_compensations,yes,yes,16,15,0,93.8,OK
BI_DB_dbo,V_BI_DB_KYC_Score_CID_Level,View,knowledge/synapse/Wiki/BI_DB_dbo/Views/V_BI_DB_KYC_Score_CID_Level.md,yes,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_v_bi_db_kyc_score_cid_level,yes,yes,11,11,0,100.0,OK
DWH_dbo,Dim_AccountStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_accountstatus,yes,yes,5,4,0,80.0,OK
DWH_dbo,Dim_AccountType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_accounttype,yes,yes,6,5,0,83.3,OK
DWH_dbo,Dim_ActionType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,yes,yes,6,6,0,100.0,OK
DWH_dbo,Dim_Affiliate,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.md,yes,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,yes,yes,56,56,0,100.0,OK
DWH_dbo,Dim_AffiliateCostType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AffiliateCostType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliatecosttype,yes,yes,4,4,0,100.0,OK
DWH_dbo,Dim_BillingDepot,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_billingdepot,yes,yes,7,7,0,100.0,OK
DWH_dbo,Dim_BonusType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BonusType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_bonustype,yes,yes,8,8,0,100.0,OK
DWH_dbo,Dim_Campaign,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_campaign,yes,yes,12,11,0,91.7,OK
DWH_dbo,Dim_CardType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CardType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cardtype,yes,yes,4,4,0,100.0,OK
DWH_dbo,Dim_CashoutFeeGroup,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutFeeGroup.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cashoutfeegroup,yes,yes,3,2,0,66.7,OK
DWH_dbo,Dim_CashoutMode,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutMode.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cashoutmode,yes,yes,4,4,0,100.0,OK
DWH_dbo,Dim_CashoutReason,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutReason.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cashoutreason,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_CashoutStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cashoutstatus,yes,yes,6,6,0,100.0,OK
DWH_dbo,Dim_Channel,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Channel.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_channel,yes,yes,6,6,0,100.0,OK
DWH_dbo,Dim_ClientWithdrawReason,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ClientWithdrawReason.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_clientwithdrawreason,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_ClosePositionReason,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ClosePositionReason.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_closepositionreason,yes,yes,5,4,0,80.0,OK
DWH_dbo,Dim_CompensationReason,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CompensationReason.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_compensationreason,yes,yes,7,4,0,57.1,OK
DWH_dbo,Dim_ContactType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ContactType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_contacttype,yes,no,6,6,0,100.0,NO_TABLE_COMMENT
DWH_dbo,Dim_ContractType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ContractType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_contracttype,yes,yes,4,4,0,100.0,OK
DWH_dbo,Dim_Country,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,yes,yes,19,17,0,89.5,OK
DWH_dbo,Dim_CountryBin,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CountryBin.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_countrybin,yes,yes,12,12,0,100.0,OK
DWH_dbo,Dim_CountryIP,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CountryIP.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_countryip,yes,yes,5,5,0,100.0,OK
DWH_dbo,Dim_CreditType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CreditType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_credittype,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_Currency,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_currency,yes,yes,10,10,0,100.0,OK
DWH_dbo,Dim_Customer,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customer_masked,yes,yes,107,15,0,14.0,LOW_COL_COVERAGE
DWH_dbo,Dim_CustomerChangeType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CustomerChangeType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customerchangetype,yes,yes,3,2,0,66.7,OK
DWH_dbo,Dim_Date,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Date.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_date,yes,yes,46,46,0,100.0,OK
DWH_dbo,Dim_Desk,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Desk.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_desk,yes,yes,6,6,0,100.0,OK
DWH_dbo,Dim_DocumentStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_DocumentStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_documentstatus,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_EvMatchStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_EvMatchStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_evmatchstatus,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_ExchangeInfo,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExchangeInfo.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_exchangeinfo,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_ExtendedUserField,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_extendeduserfield,yes,yes,4,4,0,100.0,OK
DWH_dbo,Dim_Fund,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_fund,yes,yes,9,9,0,100.0,OK
DWH_dbo,Dim_FundType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_fundtype,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_FundingType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundingType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_fundingtype,yes,yes,9,9,0,100.0,OK
DWH_dbo,Dim_Funnel,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Funnel.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_funnel,yes,yes,6,6,0,100.0,OK
DWH_dbo,Dim_GuruStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_GuruStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_gurustatus,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_HistorySplitRatio,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_HistorySplitRatio.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_historysplitratio,yes,yes,9,9,0,100.0,OK
DWH_dbo,Dim_Instrument,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,yes,yes,47,44,0,93.6,OK
DWH_dbo,Dim_Instrument_Correlation,View,knowledge/synapse/Wiki/DWH_dbo/Views/Dim_Instrument_Correlation.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument_correlation,yes,yes,13,4,0,30.8,OK
DWH_dbo,Dim_Instrument_Snapshot,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument_Snapshot.md,yes,,no,no,0,0,0,0.0,MISSING_IN_UC
DWH_dbo,Dim_Label,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Label.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_label,yes,yes,6,6,0,100.0,OK
DWH_dbo,Dim_Language,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Language.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_language,yes,yes,8,7,0,87.5,OK
DWH_dbo,Dim_Manager,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Manager.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_manager,yes,yes,13,13,0,100.0,OK
DWH_dbo,Dim_MifidCategorization,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MifidCategorization.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mifidcategorization,yes,yes,3,2,0,66.7,OK
DWH_dbo,Dim_Mirror,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Mirror.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mirror,yes,yes,26,26,0,100.0,OK
DWH_dbo,Dim_MirrorType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MirrorType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mirrortype,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_MoveMoneyReason,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_movemoneyreason,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_PaymentStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_paymentstatus,yes,yes,6,5,0,83.3,OK
DWH_dbo,Dim_PendingClosureStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PendingClosureStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_pendingclosurestatus,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_PhoneVerified,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PhoneVerified.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_phoneverified,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_Platform,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Platform.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_platform,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_PlatformType,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlatformType.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_platformtype,yes,yes,12,12,0,100.0,OK
DWH_dbo,Dim_PlayerLevel,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,yes,yes,12,11,0,91.7,OK
DWH_dbo,Dim_PlayerStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,yes,yes,15,5,0,33.3,OK
DWH_dbo,Dim_PlayerStatusReasons,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatusReasons.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatusreasons,yes,yes,3,2,0,66.7,OK
DWH_dbo,Dim_PlayerStatusSubReasons,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatusSubReasons.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatussubreasons,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_PositionChangeLog,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PositionChangeLog.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_positionchangelog,yes,yes,20,17,0,85.0,OK
DWH_dbo,Dim_Product,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Product.md,yes,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_dim_product,yes,yes,6,6,0,100.0,OK
DWH_dbo,Dim_Range,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Range.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_range,yes,yes,4,4,0,100.0,OK
DWH_dbo,Dim_RedeemReason,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RedeemReason.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_redeemreason,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_RedeemStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RedeemStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_redeemstatus,yes,yes,6,6,0,100.0,OK
DWH_dbo,Dim_Regulation,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Regulation.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation,yes,yes,7,6,0,85.7,OK
DWH_dbo,Dim_RiskClassification,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RiskClassification.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_riskclassification,yes,yes,4,4,0,100.0,OK
DWH_dbo,Dim_RiskManagementStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RiskManagementStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_riskmanagementstatus,yes,yes,6,6,0,100.0,OK
DWH_dbo,Dim_RiskStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RiskStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_riskstatus,yes,yes,7,7,0,100.0,OK
DWH_dbo,Dim_ScreeningStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ScreeningStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_screeningstatus,yes,yes,3,2,0,66.7,OK
DWH_dbo,Dim_SocialNetwork,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_SocialNetwork.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_socialnetwork,yes,yes,6,6,0,100.0,OK
DWH_dbo,Dim_State_and_Province,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_State_and_Province.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_state_and_province,yes,yes,5,5,0,100.0,OK
DWH_dbo,Dim_ThreeDsResponseTypes,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ThreeDsResponseTypes.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_threedsresponsetypes,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_VerificationLevel,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel,yes,yes,6,5,0,83.3,OK
DWH_dbo,Dim_VerificationStatus,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationStatus.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationstatus,yes,yes,3,3,0,100.0,OK
DWH_dbo,Dim_WorldCheck,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_WorldCheck.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_worldcheck,yes,yes,3,3,0,100.0,OK
DWH_dbo,Fact_BillingDeposit,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_billingdeposit,yes,yes,139,138,0,99.3,OK
DWH_dbo,Fact_BillingRedeem,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingRedeem.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_billingredeem,yes,yes,15,12,0,80.0,OK
DWH_dbo,Fact_BillingWithdraw,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingWithdraw.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_billingwithdraw,yes,yes,86,86,0,100.0,OK
DWH_dbo,Fact_CurrencyPriceWithSplit,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CurrencyPriceWithSplit.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_currencypricewithsplit,yes,yes,17,17,0,100.0,OK
DWH_dbo,Fact_CustomerAction,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customeraction,yes,yes,74,72,0,97.3,OK
DWH_dbo,Fact_CustomerUnrealized_PnL,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerUnrealized_PnL.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_customerunrealized_pnl,yes,yes,60,56,0,93.3,OK
DWH_dbo,Fact_FirstCustomerAction,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_FirstCustomerAction.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_firstcustomeraction,yes,yes,31,28,0,90.3,OK
DWH_dbo,Fact_Guru_Copiers,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Guru_Copiers.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_guru_copiers,yes,yes,12,12,0,100.0,OK
DWH_dbo,Fact_History_Cost,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_History_Cost.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_fact_history_cost,yes,yes,28,28,0,100.0,OK
DWH_dbo,Fact_RegulationTransfer,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_RegulationTransfer.md,yes,main.compliance.gold_sql_dp_prod_we_dwh_dbo_fact_regulationtransfer,yes,yes,34,34,0,100.0,OK
DWH_dbo,STS_User_Operations_Data_History,Table,knowledge/synapse/Wiki/DWH_dbo/Tables/STS_User_Operations_Data_History.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_sts_user_operations_data_history,yes,yes,24,21,0,87.5,OK
DWH_dbo,V_Fact_CustomerAction_for_generic,View,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_CustomerAction_for_generic.md,yes,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_v_fact_customeraction_for_generic,no,no,0,0,0,0.0,MISSING_IN_UC
DWH_dbo,V_Fact_SnapshotCustomer,View,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer.md,yes,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer,yes,yes,47,47,0,100.0,OK
DWH_dbo,V_Fact_SnapshotCustomer_FromDateID,View,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.md,yes,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid,yes,yes,57,57,0,100.0,OK
DWH_dbo,V_Fact_SnapshotEquity,View,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity,no,no,0,0,0,0.0,MISSING_IN_UC
DWH_dbo,V_Fact_SnapshotEquity_FromDateID,View,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotequity_fromdateid,yes,yes,31,29,0,93.5,OK
DWH_dbo,V_Liabilities,View,knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_liabilities,yes,yes,78,78,0,100.0,OK
DWH_dbo,v_Dim_Mirror,View,knowledge/synapse/Wiki/DWH_dbo/Views/v_Dim_Mirror.md,yes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_dim_mirror,yes,yes,30,27,0,90.0,OK
Dealing_dbo,Dealing_ApexRecon_Holdings,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_ApexRecon_Holdings.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_apexrecon_holdings,yes,yes,22,22,0,100.0,OK
Dealing_dbo,Dealing_ApexRecon_TradeActivity,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_ApexRecon_TradeActivity.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_apexrecon_tradeactivity,yes,yes,18,15,0,83.3,OK
Dealing_dbo,Dealing_BNY_VIRTU_ReconEODHolding,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_BNY_VIRTU_ReconEODHolding.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_bny_virtu_reconeodholding,yes,yes,31,31,0,100.0,OK
Dealing_dbo,Dealing_Boundary_Cost,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Boundary_Cost.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_boundary_cost,yes,yes,34,31,0,91.2,OK
Dealing_dbo,Dealing_Clicks_OpenClose_Breakdown,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_Clicks_OpenClose_Breakdown.md,yes,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_clicks_openclose_breakdown,yes,yes,45,39,0,86.7,OK
Dealing_dbo,Dealing_CommoditiesIntraHour_Clients,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_CommoditiesIntraHour_Clients.md,yes,main.general.gold_sql_dp_prod_we_dealing_dbo_dealing_commoditiesintrahour_clients,yes,no,19,19,0,100.0,NO_TABLE_COMMENT
Dealing_dbo,Dealing_CommoditiesIntraHour_Etoro,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_CommoditiesIntraHour_Etoro.md,yes,main.general.gold_sql_dp_prod_we_dealing_dbo_dealing_commoditiesintrahour_etoro,yes,no,17,17,0,100.0,NO_TABLE_COMMENT
Dealing_dbo,Dealing_DealingDashboard_Clients,Table,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_DealingDashboard_Clients.md,yes,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_dealingdashboard_clients,yes,yes,48,48,0,100.0,OK
