correction_id,wiki_path,wiki_object,column_name,current_desc,source_wiki,source_desc,new_audit_verdict,new_audit_severity,new_audit_layer,new_audit_proposed_fix,old_judge_verdict,old_judge_contradicting_fact,old_judge_suggested_rewrite,conflict_flag,final_proposed_fix,narrative_review_needed,notes
VU_FactBilling_ForBigQuery.BillNumberAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,BillNumberAsString,Bill/invoice number. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('BillNumberAsString',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('BillNumberAsString',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('BillNumberAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.BinCodeAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,BinCodeAsString,Card BIN (first 6-8 digits). XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('BinCodeAsString',f.FundingData)`. Downstream `SP_Fact_BillingDeposit`: `CAST(BinCodeAsString AS INT) = Dim_CountryBin.BinCode`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('BinCodeAsString',f.FundingData)`. Downstream `SP_Fact_BillingDeposit`: `CAST(BinCodeAsString AS INT) = Dim_CountryBin.BinCode` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('BinCodeAsString',f.FundingData)`. Downstream `SP_Fact_BillingDeposit`: `CAST(BinCodeAsString AS INT) = Dim_CountryBin.BinCode`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.BinCountryIDAsInteger,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,BinCountryIDAsInteger,Country of card BIN. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('BinCountryIDAsInteger',f.FundingData)` assigned to `int` (implicit cast from string). Prefer `TRY_CAST` for analytics",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('BinCountryIDAsInteger',f.FundingData)` assigned to `int` (implicit cast from string). Prefer `TRY_CAST` for analytics (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('BinCountryIDAsInteger',f.FundingData)` assigned to `int` (implicit cast from string). Prefer `TRY_CAST` for analytics. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.BuildingNumberAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,BuildingNumberAsString,Building number in address. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('BuildingNumberAsString',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('BuildingNumberAsString',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('BuildingNumberAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CIDAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CIDAsString,Customer ID as string (XML cross-check). XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CIDAsString',f.FundingData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CIDAsString',f.FundingData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CIDAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CardHolderPhoneNumberBodyAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CardHolderPhoneNumberBodyAsString,Cardholder phone number body. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CardHolderPhoneNumberBodyAsString',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CardHolderPhoneNumberBodyAsString',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CardHolderPhoneNumberBodyAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CardHolderPhoneNumberPrefixAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CardHolderPhoneNumberPrefixAsString,Cardholder phone number prefix. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CardHolderPhoneNumberPrefixAsString',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CardHolderPhoneNumberPrefixAsString',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CardHolderPhoneNumberPrefixAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CardNumberAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CardNumberAsString,Card number (masked). XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"COALESCE(`[DWH_dbo].[ExtractXMLValue]('CardNumberAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('CardNumberAsString',f.FundingData)`)",FAIL,HIGH,L1-structural,"COALESCE(`[DWH_dbo].[ExtractXMLValue]('CardNumberAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('CardNumberAsString',f.FundingData)`) (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"COALESCE(`[DWH_dbo].[ExtractXMLValue]('CardNumberAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('CardNumberAsString',f.FundingData)`). (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CardTypeIDAsInteger,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CardTypeIDAsInteger,"Card type ID (Visa, MC, etc.). XML-extracted",knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CardTypeIDAsInteger',f.FundingData)` assigned to `int`. Dictionary meaning beyond SQL `[UNVERIFIED]`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CardTypeIDAsInteger',f.FundingData)` assigned to `int`. Dictionary meaning beyond SQL `[UNVERIFIED]` (Tier 3 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CardTypeIDAsInteger',f.FundingData)` assigned to `int`. Dictionary meaning beyond SQL `[UNVERIFIED]`. (Tier 3 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CityAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CityAsString,Billing city. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CityAsString',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CityAsString',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CityAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CountryIDAsInteger,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CountryIDAsInteger,Customer country from payment data. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CountryIDAsInteger',f.FundingData)` (Funding XML, despite column name)",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CountryIDAsInteger',f.FundingData)` (Funding XML, despite column name) (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CountryIDAsInteger',f.FundingData)` (Funding XML, despite column name). (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CountryIDAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CountryIDAsString,Country identifier string. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CountryIDAsString',d.PaymentData)`. Feeds `MOPCountry` resolution in `SP_Fact_BillingDeposit` via `Dim_Country` joins",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CountryIDAsString',d.PaymentData)`. Feeds `MOPCountry` resolution in `SP_Fact_BillingDeposit` via `Dim_Country` joins (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CountryIDAsString',d.PaymentData)`. Feeds `MOPCountry` resolution in `SP_Fact_BillingDeposit` via `Dim_Country` joins. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CountryNameAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CountryNameAsString,Country name from payment XML. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CountryNameAsString',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CountryNameAsString',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CountryNameAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CreatedAtAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CreatedAtAsString,Payment instrument creation timestamp. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CreatedAtAsString',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CreatedAtAsString',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CreatedAtAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CurrentBalanceAsDecimal,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CurrentBalanceAsDecimal,Current balance from provider. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CurrentBalanceAsDecimal',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CurrentBalanceAsDecimal',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CurrentBalanceAsDecimal',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CustomerAddressAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CustomerAddressAsString,Customer's billing address. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CustomerAddressAsString',f.FundingData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CustomerAddressAsString',f.FundingData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CustomerAddressAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CustomerIDAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CustomerIDAsString,Customer ID string from payment data. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CustomerIDAsString',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CustomerIDAsString',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CustomerIDAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.CustomerNameAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,CustomerNameAsString,Customer name from payment instrument. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('CustomerNameAsString',f.FundingData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('CustomerNameAsString',f.FundingData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('CustomerNameAsString',f.FundingData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.DepositID,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,DepositID,PK. Uniquely identifies each deposit attempt. HASH distribution key. (Tier 1 — inherited from Fact_BillingDeposit wiki),,,,,,,WRONG,DepositID int NULL,"Deposit identifier carried from the underlying Fact_BillingDeposit table, where it serves as the primary key. In this BigQuery-export view the column is nullable and has no PK or distribution constraint.",FALSE,"Deposit identifier carried from the underlying Fact_BillingDeposit table, where it serves as the primary key. In this BigQuery-export view the column is nullable and has no PK or distribution constraint.",FALSE,judge only (no new audit hit)
VU_FactBilling_ForBigQuery.DepotID,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,DepotID,Acquirer/gateway configuration used for this deposit,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,Passthrough `d.DepotID`,FAIL,HIGH,L2-semantic,Passthrough `d.DepotID` — foreign key referencing the depot/gateway identifier (Tier 1 - Fact_BillingDeposit.md),,,,FALSE,Passthrough `d.DepotID` — foreign key referencing the depot/gateway identifier (Tier 1 - Fact_BillingDeposit.md),FALSE,
VU_FactBilling_ForBigQuery.DocumentRequired,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,DocumentRequired,Whether documentation was required. From Billing.Funding,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,ETL `CAST(f.DocumentRequired AS int)`,FAIL,HIGH,L1-structural,ETL `CAST(f.DocumentRequired AS int)` (Tier 2 — via Fact_BillingDeposit),,,,FALSE,ETL `CAST(f.DocumentRequired AS int)`. (Tier 2 — via Fact_BillingDeposit),FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.EmailAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,EmailAsString,Customer email from payment instrument. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"COALESCE(`[DWH_dbo].[ExtractXMLValue]('EmailAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('EmailAsString',f.FundingData)`)",FAIL,HIGH,L1-structural,"COALESCE(`[DWH_dbo].[ExtractXMLValue]('EmailAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('EmailAsString',f.FundingData)`) (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"COALESCE(`[DWH_dbo].[ExtractXMLValue]('EmailAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('EmailAsString',f.FundingData)`). (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.EndPointIDAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,EndPointIDAsString,Payment provider endpoint identifier. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('EndPointIDAsString',d.PaymentData)`. PSP endpoint id; business label `[UNVERIFIED]`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('EndPointIDAsString',d.PaymentData)`. PSP endpoint id; business label `[UNVERIFIED]` (Tier 3 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('EndPointIDAsString',d.PaymentData)`. PSP endpoint id; business label `[UNVERIFIED]`. (Tier 3 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.ErrorCodeAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,ErrorCodeAsString,Provider error code on decline. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('ErrorCodeAsString',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('ErrorCodeAsString',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('ErrorCodeAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.ErrorTypeAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,ErrorTypeAsString,Provider error type classification. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('ErrorTypeAsString',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('ErrorTypeAsString',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('ErrorTypeAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.ExchangeFee,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,ExchangeFee,Exchange fee in basis points,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,Passthrough `d.ExchangeFee`,FAIL,MEDIUM,L2-semantic,Exchange fee passthrough from Billing.Deposit; integer encoding — unit unverified (see upstream Billing.Deposit for semantics). (Tier 1 - Billing.Deposit),,,,FALSE,Exchange fee passthrough from Billing.Deposit; integer encoding — unit unverified (see upstream Billing.Deposit for semantics). (Tier 1 - Billing.Deposit),FALSE,
VU_FactBilling_ForBigQuery.ExpirationDateID,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,ExpirationDateID,Card expiration date as YYYYMMDD integer. NC index key,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"ETL CASE on `[DWH_dbo].[ExtractXMLValue]('ExpirationDateAsString',f.FundingData)$`: NULL or `LEN<4` → `190001` else `200000 + RIGHT(val,2)*100 + LEFT(val,2)` where `val` = extracted string (`SP…`). `[DWH_dbo].[ExtractXMLValue]` = `[DWH_dbo].[ExtractXMLValue]`. Non-card / format edge cases `[UNVERIFIED]`",FAIL,HIGH,L1-structural,"ETL CASE on `[DWH_dbo].[ExtractXMLValue]('ExpirationDateAsString',f.FundingData)$`: NULL or `LEN<4` → `190001` else `200000 + RIGHT(val,2)*100 + LEFT(val,2)` where `val` = extracted string (`SP…`). `[DWH_dbo].[ExtractXMLValue]` = `[DWH_dbo].[ExtractXMLValue]`. Non-card / format edge cases `[UNVERIFIED]` (Tier 3 — via Fact_BillingDeposit)",,,,FALSE,"ETL CASE on `[DWH_dbo].[ExtractXMLValue]('ExpirationDateAsString',f.FundingData)$`: NULL or `LEN<4` → `190001` else `200000 + RIGHT(val,2)*100 + LEFT(val,2)` where `val` = extracted string (`SP…`). `[DWH_dbo].[ExtractXMLValue]` = `[DWH_dbo].[ExtractXMLValue]`. Non-card / format edge cases `[UNVERIFIED]`. (Tier 3 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.FirstNameAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,FirstNameAsString,Cardholder/account holder first name. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('FirstNameAsString',d.PaymentData)`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('FirstNameAsString',d.PaymentData)` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('FirstNameAsString',d.PaymentData)`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.FundingID,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,FundingID,"Payment instrument (credit card, bank account, e-wallet) used for this deposit. References Billing.Funding",knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,Passthrough `d.FundingID`; JOIN to `etoro_Billing_Funding` `f`,FAIL,MEDIUM,L2-semantic,Foreign key (FundingID) joining to etoro_Billing_Funding; passthrough from Billing.Deposit. (Tier 1 - Fact_BillingDeposit.md),,,,FALSE,Foreign key (FundingID) joining to etoro_Billing_Funding; passthrough from Billing.Deposit. (Tier 1 - Fact_BillingDeposit.md),FALSE,
VU_FactBilling_ForBigQuery.FundingType,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,FundingType,Funding type label from XML. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('FundingType',f.FundingData)` textual label alongside typed `FundingTypeID`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('FundingType',f.FundingData)` textual label alongside typed `FundingTypeID` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('FundingType',f.FundingData)` textual label alongside typed `FundingTypeID`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.FundingTypeID,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,FundingTypeID,Payment instrument type from Billing.Funding,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,JOIN `f.FundingTypeID` where `d.FundingID = f.FundingID`,FAIL,HIGH,L1-structural,JOIN `f.FundingTypeID` where `d.FundingID = f.FundingID` (Tier 2 — via Fact_BillingDeposit),,,,FALSE,JOIN `f.FundingTypeID` where `d.FundingID = f.FundingID`. (Tier 2 — via Fact_BillingDeposit),FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.IBANCodeAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,IBANCodeAsString,IBAN for wire/SEPA transfers. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"COALESCE(`[DWH_dbo].[ExtractXMLValue]('IBANCodeAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('IBANCodeAsString',f.FundingData)`)",FAIL,HIGH,L1-structural,"COALESCE(`[DWH_dbo].[ExtractXMLValue]('IBANCodeAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('IBANCodeAsString',f.FundingData)`) (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"COALESCE(`[DWH_dbo].[ExtractXMLValue]('IBANCodeAsString',d.PaymentData)`, `[DWH_dbo].[ExtractXMLValue]('IBANCodeAsString',f.FundingData)`). (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
VU_FactBilling_ForBigQuery.IPAsString,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,VU_FactBilling_ForBigQuery,IPAsString,Customer IP as string. XML-extracted,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_BillingDeposit.md,"`[DWH_dbo].[ExtractXMLValue]('IPAsString',d.PaymentData)`. Parallel to numeric `IPAddress`",FAIL,HIGH,L1-structural,"`[DWH_dbo].[ExtractXMLValue]('IPAsString',d.PaymentData)`. Parallel to numeric `IPAddress` (Tier 2 — via Fact_BillingDeposit)",,,,FALSE,"`[DWH_dbo].[ExtractXMLValue]('IPAsString',d.PaymentData)`. Parallel to numeric `IPAddress`. (Tier 2 — via Fact_BillingDeposit)",FALSE,L1-structural: source_desc + downgraded tier tag
