claim_id,wiki_md,line_no,column_name,n_enum_entries,claimed_pairs,current_desc,enum_block
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Index_Dividend_TaxReport_CID_Level.md::PositionType::L139,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Index_Dividend_TaxReport_CID_Level.md,139,PositionType,3,0=CFD; 1=REAL; 255=ILLEGAL,"FK to Dictionary.PositionType. 0=CFD, 1=REAL, 255=ILLEGAL. Dividends split by position ownership model. See Section 2.4. (Tier 1 — Trade.IndexDividends)","0=CFD, 1=REAL, 255=ILLEGAL"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Index_Dividend_TaxReport_CID_Level.md::Status::L146,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Index_Dividend_TaxReport_CID_Level.md,146,Status,4,0=Pending; 4=Correction Pending; 1=In Progress; 2=Completed,"Lifecycle: 0=Pending, 4=Correction Pending, 1=In Progress, 2=Completed. Predominantly 2 (completed) since BI_DB_DailyDividendsByPosition filters Status=2 at source. (Tier 1 — Trade.IndexDividends)","0=Pending, 4=Correction Pending, 1=In Progress, 2=Completed"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Instrument_Overview.md::InstrumentTypeID::L139,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Instrument_Overview.md,139,InstrumentTypeID,6,1=Currencies (forex; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"Instrument type category: 1=Currencies (forex), 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies. Note TypeIDs 3, 7, 8, 9 are unused gaps. (Tier 1 — DWH_dbo.Dim_Instrument wiki, originally Trade.Instrument)","1=Currencies (forex), 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Instrument_Overview.md::InstrumentType::L140,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Instrument_Overview.md,140,InstrumentType,6,1=Currencies; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"Text label for InstrumentTypeID — DWH-computed via CASE: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies, else=Other. Use InstrumentTypeID for filtering; InstrumentType for display. (Tier 1 — DWH_dbo.Dim_Instrument wiki)","1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Instruments_BidAndAsk.md::InstrumentTypeID::L113,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Instruments_BidAndAsk.md,113,InstrumentTypeID,6,1=Currencies (forex; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"Instrument type category: 1=Currencies (forex), 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies. Note TypeIDs 3, 7, 8, 9 are unused gaps. (Tier 1 — DWH_dbo.Dim_Instrument wiki, originally Trade.Instrument)","1=Currencies (forex), 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Instruments_BidAndAsk.md::InstrumentTypeName::L114,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Instruments_BidAndAsk.md,114,InstrumentTypeName,6,1=Currencies; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"Text label for InstrumentTypeID — DWH-computed via CASE: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies, else=Other. Renamed from Dim_Instrument.InstrumentType. (Tier 1 — DWH_dbo.Dim_Instrument wiki)","1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_InterestMonthly.md::RegulationID::L115,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_InterestMonthly.md,115,RegulationID,7,1=CySEC; 2=FCA; 4=ASIC; 9=FSA Seychelles; 10=ASIC & GAML; 11=FSRA; 13=other,"Regulatory entity ID governing this customer. FK to DWH_dbo.Dim_Regulation. Values observed: 1=CySEC, 2=FCA, 4=ASIC, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 13=other. (Tier 2 — SP_InterestMonthly, from Interest.Trade.InterestMonthly)","1=CySEC, 2=FCA, 4=ASIC, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 13=other"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Investors.md::RegulationID::L122,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Investors.md,122,RegulationID,4,1=CySEC; 2=FCA; 4=ASIC; 9=FSA Seychelles,"Regulatory entity ID. FK to DWH_dbo.Dim_Regulation. 1=CySEC, 2=FCA, 4=ASIC, 9=FSA Seychelles, etc. (Tier 2 — SP_InvestorReport_Cluster, from BI_DB_Investors_STG)","1=CySEC, 2=FCA, 4=ASIC, 9=FSA Seychelles"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Investors_Unclustered.md::RegulationID::L132,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Investors_Unclustered.md,132,RegulationID,6,1=CySEC; 2=FCA; 4=ASIC; 9=FSA Seychelles; 10=eToro US; 11=FSRA,"Regulatory entity ID. FK to DWH_dbo.Dim_Regulation. 1=CySEC, 2=FCA, 4=ASIC, 9=FSA Seychelles, 10=eToro US, 11=FSRA, etc. Sourced from Fact_SnapshotCustomer. (Tier 2 -- SP_InvestorReport)","1=CySEC, 2=FCA, 4=ASIC, 9=FSA Seychelles, 10=eToro US, 11=FSRA"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_DOBover85.md::VerificationLevelID::L135,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_DOBover85.md,135,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. FK to Dictionary.VerificationLevel. 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Always 3 in this table (filter condition). (Tier 1 -- BackOffice.Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Knowledge_Assessment.md::Q23_Is_Assessment_Pass::L131,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Knowledge_Assessment.md,131,Q23_Is_Assessment_Pass,3,1=passed at least one version; 0=attempted but failed all; -1=never attempted,"Overall knowledge assessment pass flag. 1=passed at least one version, 0=attempted but failed all, -1=never attempted. 76% pass rate. (Tier 2 -- SP_KYC_Panel)","1=passed at least one version, 0=attempted but failed all, -1=never attempted"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Knowledge_Assessment.md::Is_Assessment_101_104_Pass::L142,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Knowledge_Assessment.md,142,Is_Assessment_101_104_Pass,3,1=selected AnswerID 102 (correct; 0=selected wrong answer; -1=version not taken,"Pass flag for 101-104 version. 1=selected AnswerID 102 (correct), 0=selected wrong answer, -1=version not taken. (Tier 2 -- SP_KYC_Panel)","1=selected AnswerID 102 (correct), 0=selected wrong answer, -1=version not taken"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Panel.md::VerificationLevelID::L228,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Panel.md,228,VerificationLevelID,3,1=Basic; 2=Verified; 3=Fully Verified,"KYC verification tier ID. 1=Basic, 2=Verified, 3=Fully Verified, etc. From Dim_Customer.","1=Basic, 2=Verified, 3=Fully Verified"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Questions_Answers.md::QuestionId::L91,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Questions_Answers.md,91,QuestionId,26,2=Experience; 3=Financial Knowledge; 5=Trading Strategy; 8=Trading Primary Purpose; 9=Risk/Reward Scenario; 10=Annual Income; 11=Liquid Assets; 14=Planned Investment; 15=Sources of Income; 18=Occupation; 23=Knowledge Assessment; 26=Sources of Funds; 27=Planned Investment Instrument; 29=Time Frame; 30=FINRA; 32=PEP/MM; 33=Experience Equities; 34=Experience Crypto; 35=Experience CFDs; 36=US Permanent Resident; 40=W9 Certification; 45=Invested Amount CFDs; 46=Question 46; 47=Invested Amount Equities; 48=Invested Amount Crypto; 50=Vulnerable Client,"Unique identifier for a KYC questionnaire question. Used as the clustered index key. In the related SP_KYC_Panel pipeline, known QuestionIds include: 2=Experience, 3=Financial Knowledge, 5=Trading Strategy, 8=Trading Primary Purpose, 9=Risk/Reward Scenario, 10=Annual Income, 11=Liquid Assets, 14=Planned Investment, 15=Sources of Income, 18=Occupation, 23=Knowledge Assessment, 26=Sources of Funds, 27=Planned Investment Instrument, 29=Time Frame, 30=FINRA, 32=PEP/MM, 33=Experience Equities, 34=Experience Crypto, 35=Experience CFDs, 36=US Permanent Resident, 40=W9 Certification, 45=Invested Amount CFDs, 46=Question 46, 47=Invested Amount Equities, 48=Invested Amount Crypto, 50=Vulnerable Client. (Tier 3 — no upstream wiki, grounded in SP_KYC_Panel question mapping)","2=Experience, 3=Financial Knowledge, 5=Trading Strategy, 8=Trading Primary Purpose, 9=Risk/Reward Scenario, 10=Annual Income, 11=Liquid Assets, 14=Planned Investment, 15=Sources of Income, 18=Occupation, 23=Knowledge Assessment, 26=Sources of Funds, 27=Planned Investment Instrument, 29=Time Frame, 30=FINRA, 32=PEP/MM, 33=Experience Equities, 34=Experience Crypto, 35=Experience CFDs, 36=US Permanent Resident, 40=W9 Certification, 45=Invested Amount CFDs, 46=Question 46, 47=Invested Amount Equities, 48=Invested Amount Crypto, 50=Vulnerable Client"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Questions_Answers.md::AnswerId::L94,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_Questions_Answers.md,94,AnswerId,4,49=Non; 122=Low; 210=Med; 211=High,"Unique identifier for a specific answer option within a question. Known answer IDs from the SP_KYC_Panel pipeline include assessment answers (84-87, 101-104, 127, 142-146), experience levels (49=Non, 122=Low, 123/210=Med, 124/211=High), and various FINRA/PEP flags (93-96, 106-109). (Tier 3 — no upstream wiki, grounded in SP_KYC_Panel answer mapping)","49=Non, 122=Low, 123/210=Med, 124/211=High"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LimitedAccountsWithReasons.md::PlayerStatusID::L190,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LimitedAccountsWithReasons.md,190,PlayerStatusID,6,5=Warning; 9=Trade & MIMO Blocked; 10=Deposit Blocked; 12=Copy Block; 13=Pending Verification; 15=Block Deposit & Trading,"Compliance and trading account status. FK to Dictionary.PlayerStatus. 1=Normal (97.5% of accounts); other values indicate restricted, closed, banned, or special states. Default=0. This table contains only restricted values: 5=Warning, 9=Trade & MIMO Blocked, 10=Deposit Blocked, 12=Copy Block, 13=Pending Verification, 15=Block Deposit & Trading. (Tier 1 — Customer.CustomerStatic)","5=Warning, 9=Trade & MIMO Blocked, 10=Deposit Blocked, 12=Copy Block, 13=Pending Verification, 15=Block Deposit & Trading"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LimitedAccountsWithReasons.md::RiskGroupID::L202,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LimitedAccountsWithReasons.md,202,RiskGroupID,5,0=None; 1=High risk country; 2=High risk for new clients; 3=High risk FATF country; 4=Verified before deposit,"Granular country risk classification. 0=None, 1=High risk country, 2=High risk for new clients, 3=High risk FATF country, 4=Verified before deposit. More nuanced than binary IsHighRiskCountry. IsHighRiskCountry is derived from this column. Passthrough from Dim_Country. (Tier 1 — Dictionary.Country)","0=None, 1=High risk country, 2=High risk for new clients, 3=High risk FATF country, 4=Verified before deposit"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LimitedAccountsWithReasonsNEW.md::VerificationLevelID::L145,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LimitedAccountsWithReasonsNEW.md,145,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Used in some SLA rules. (Tier 2 -- SP_LimitedAccountsWithReasonsNEW via Dim_Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LimitedAccountsWithReasonsNEW.md::PlayerLevel::L153,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_LimitedAccountsWithReasonsNEW.md,153,PlayerLevel,7,0=N/A; 1=Bronze; 2=Platinum; 3=Gold; 5=Silver; 6=Platinum Plus; 7=Diamond,"Customer player-level tier. FK to DWH_dbo.Dim_PlayerLevel. Per dictionary (verified 2026-05-13): 0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond. NOT a Popular Investor signal (PI is tracked by GuruStatusID). NOT a demo flag (demo is AccountTypeID=2). Default=0. (Tier 2 - DWH_dbo.Dim_PlayerLevel)","0=N/A, 1=Bronze, 2=Platinum, 3=Gold, 4=Internal (in-house / eToro-employee accounts), 5=Silver, 6=Platinum Plus, 7=Diamond"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_Affiliates_FraudMonitoring_Relations.md::VerificationLevelID::L125,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_M_Affiliates_FraudMonitoring_Relations.md,125,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. 0=unverified, 1=partial, 2=intermediate, 3=fully verified. From Dim_Customer. (Tier 2 -- SP_M_Affiliates_FraudMonitoring_Relations via Dim_Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_MarketingCloudUserBehaviorInstrument.md::InstrumentTypeID::L153,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_MarketingCloudUserBehaviorInstrument.md,153,InstrumentTypeID,6,1=Currencies; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto,"Asset class identifier from Dim_Instrument. 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto. FK to Dictionary.CurrencyType. Passthrough from Dim_Instrument via JOIN on InstrumentID. (Tier 1 — Trade.GetInstrument)","1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Monthly_InterestPayment_Dashboard.md::RegulationID::L125,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Monthly_InterestPayment_Dashboard.md,125,RegulationID,7,1=CySEC; 2=FCA; 4=ASIC; 9=FSA Seychelles; 10=ASIC & GAML; 11=FSRA; 13=other,"Regulatory entity ID governing this customer. FK to DWH_dbo.Dim_Regulation. Values observed: 1=CySEC, 2=FCA, 4=ASIC, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 13=other. (Tier 2 — SP_InterestMonthly, from Interest.Trade.InterestMonthly)","1=CySEC, 2=FCA, 4=ASIC, 9=FSA Seychelles, 10=ASIC & GAML, 11=FSRA, 13=other"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Cashouts.md::VerificationLevelID::L167,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Cashouts.md,167,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. (Tier 1 — Dim_Customer.VerificationLevelID)","0=unverified, 1=partial, 2=intermediate, 3=fully verified"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Verifications.md::RiskGroupID::L151,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Verifications.md,151,RiskGroupID,5,0=None; 1=High risk country; 2=High risk for new clients; 3=High risk FATF country; 4=Verified before deposit,"Granular country risk classification. 0=None, 1=High risk country, 2=High risk for new clients, 3=High risk FATF country, 4=Verified before deposit. (Tier 1 — Dim_Country.RiskGroupID)","0=None, 1=High risk country, 2=High risk for new clients, 3=High risk FATF country, 4=Verified before deposit"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Wires.md::CurrencyID::L132,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Monthly_KPIs_Wires.md,132,CurrencyID,3,1=USD; 2=EUR; 3=GBP,"Currency of the deposit amount. References DWH_dbo.Dim_Currency. 1=USD, 2=EUR, 3=GBP, etc. (Tier 1 — Fact_BillingDeposit.CurrencyID)","1=USD, 2=EUR, 3=GBP"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Onboarding_Flow_UserKPIs.md::RiskGroupID::L180,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Onboarding_Flow_UserKPIs.md,180,RiskGroupID,5,0=None; 1=High risk country; 2=High risk for new clients; 3=High risk FATF country; 4=Verified before deposit,"Granular country risk classification. 0=None, 1=High risk country, 2=High risk for new clients, 3=High risk FATF country, 4=Verified before deposit. (Tier 1 — Dictionary.Country)","0=None, 1=High risk country, 2=High risk for new clients, 3=High risk FATF country, 4=Verified before deposit"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Onboarding_Flow_UserKPIs.md::EV_MatchStatusID::L218,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Onboarding_Flow_UserKPIs.md,218,EV_MatchStatusID,4,0=None; 1=PartiallyVerified; 2=Verified; 3=NotVerified,"EV match status code. 0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified. Derived from History_BackOfficeCustomer. (Tier 2 — SP_Operations_Onboarding_Flow_UserKPIs)","0=None, 1=PartiallyVerified, 2=Verified, 3=NotVerified"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Onboarding_Flow_UserKPIs.md::VerificationLevelID::L238,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Operations_Onboarding_Flow_UserKPIs.md,238,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Default=0. (Tier 1 — BackOffice.Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_Fraud_Alert_Analysis.md::VerificationLevelID::L183,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_Fraud_Alert_Analysis.md,183,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Default=0. Passthrough from Dim_Customer. (Tier 1 -- BackOffice.Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_KYC_Verification.md::VerificationLevelID::L156,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_KYC_Verification.md,156,VerificationLevelID,4,0=unverified; 1=partial; 2=intermediate; 3=fully verified,"KYC verification level. FK to Dictionary.VerificationLevel. Values: 0=unverified, 1=partial, 2=intermediate, 3=fully verified. Default=0. Filtered to > 1 in output. Passthrough from Dim_Customer. (Tier 1 -- BackOffice.Customer)","0=unverified, 1=partial, 2=intermediate, 3=fully verified"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_KYC_Verification.md::RiskGroupID::L168,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_KYC_Verification.md,168,RiskGroupID,5,0=None; 1=High risk country; 2=High risk for new clients; 3=High risk FATF country; 4=Verified before deposit,"Granular country risk classification. 0=None, 1=High risk country, 2=High risk for new clients, 3=High risk FATF country, 4=Verified before deposit. More nuanced than binary IsHighRiskCountry. Dim-lookup passthrough from Dim_Country.RiskGroupID via Dim_Customer.CountryID. (Tier 1 -- Dictionary.Country)","0=None, 1=High risk country, 2=High risk for new clients, 3=High risk FATF country, 4=Verified before deposit"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport.md::HasSelfie::L175,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport.md,175,HasSelfie,3,15=Selfie; 18=SelfieLiveliness; 23=SelfieMotion,"1 when selfie-type document exists (DocumentTypeID IN 15=Selfie, 18=SelfieLiveliness, 23=SelfieMotion). 0 otherwise. From External BackOffice CustomerDocument + CustomerDocumentToDocumentType. (Tier 2 -- SP_OPS_MastersAndSubAccounts_AlignmentMonitoringReport)","15=Selfie, 18=SelfieLiveliness, 23=SelfieMotion"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_MultipleAccounts.md::PendingClosureStatusName::L146,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_MultipleAccounts.md,146,PendingClosureStatusName,3,1=No; 2=Suggested for Closure; 3=Approved for Closure,"Human-readable label for the closure state. 1=No, 2=Suggested for Closure, 3=Approved for Closure. Note: accounts with 'Suggested for Closure' or 'Approved for Closure' are excluded by the WHERE filter — only 'No' or NULL appear. Passthrough from Dim_PendingClosureStatus. (Tier 1 — Dictionary.PendingClosureStatus)","1=No, 2=Suggested for Closure, 3=Approved for Closure"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_VerificationLevel2Stuck.md::DocumentStatusName::L142,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_VerificationLevel2Stuck.md,142,DocumentStatusName,5,1=Uploaded; 2=PendingReview; 3=Approved; 4=Declined; 5=Expired,"Human-readable document review status. 1=Uploaded, 2=PendingReview, 3=Approved, 4=Declined, 5=Expired. Passthrough from Dim_DocumentStatus. (Tier 1 — Dictionary.DocumentStatus)","1=Uploaded, 2=PendingReview, 3=Approved, 4=Declined, 5=Expired"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PaymentSent_Results.md::Currency::L130,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PaymentSent_Results.md,130,Currency,4,1=USD; 2=EUR; 3=GBP; 5=AUD,"Ticker symbol. ""USD"", ""EUR"" for forex; ""AAPL.US"", ""TSLA.US"" for US stocks (format: TICKER.EXCHANGE); ""BTC"" for crypto. Unique across all instruments. Use this for human-readable instrument identification. Dim-lookup passthrough from Dim_Currency.Abbreviation via ProcessCurrencyID. In this table, effectively only USD, EUR, GBP, AUD appear (ProcessCurrencyID: 1=USD, 2=EUR, 3=GBP, 5=AUD; 7=CAD is filtered at intermediate stage but excluded from final output). (Tier 1 — Dictionary.Currency)","1=USD, 2=EUR, 3=GBP, 5=AUD"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_Affiliate.md::GuruStatusID::L126,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_Affiliate.md,126,GuruStatusID,5,2=Cadet; 3=Rising Star; 4=Champion; 5=Elite; 6=Elite Pro,"PI program state ID. Values in this table: 2=Cadet, 3=Rising Star, 4=Champion, 5=Elite, 6=Elite Pro. Passthrough from Dim_Customer. (Tier 1 — Dictionary.GuruStatus)","2=Cadet, 3=Rising Star, 4=Champion, 5=Elite, 6=Elite Pro"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_StatusPanel.md::LastDowngradeID::L120,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PI_StatusPanel.md,120,LastDowngradeID,5,0=No; 2=Cadet; 3=Rising Star; 4=Champion; 5=Elite,"GuruStatusID of the most recent downgrade target tier. NULL if no downgrade recorded. Values: 0=No, 2=Cadet, 3=Rising Star, 4=Champion, 5=Elite. (Tier 1 — Dictionary.GuruStatus)","0=No, 2=Cadet, 3=Rising Star, 4=Champion, 5=Elite"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionHoldingTime.md::InstrumentType::L126,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionHoldingTime.md,126,InstrumentType,6,1=Currencies; 2=Commodities; 4=Indices; 5=Stocks; 6=ETF; 10=Crypto Currencies,"Asset class or copy-trade category. For regular positions: Dim_Instrument.InstrumentType text label (8 InstrumentTypeID-driven values: 1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies). For copy positions: 'Copy Trade' (MirrorTypeID≠4) or 'Copy Portfolio' (MirrorTypeID=4). Distribution: Stocks 36.8%, Indices 18.8%, Commodities 17.1%, Crypto Currencies 16.2%, Currencies 6.1%, ETF 4.0%, Copy Trade 0.8%, Copy Portfolio 0.2%. (Tier 2 — SP_PositionHoldingTime + Dim_Instrument wiki)","1=Currencies, 2=Commodities, 4=Indices, 5=Stocks, 6=ETF, 10=Crypto Currencies"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_Agg_daily_Staking.md::RegulationID::L133,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_Agg_daily_Staking.md,133,RegulationID,5,0=None; 1=CySEC; 2=FCA; 4=ASIC; 9=FSA Seychelles,"Customer's regulatory regime as of the snapshot date, resolved from DWH_dbo.Fact_SnapshotCustomer. FK to DWH_dbo.Dim_Regulation.ID (0=None, 1=CySEC, 2=FCA, 4=ASIC, 9=FSA Seychelles, etc.). (Tier 2 — SP_PositionPnL_Agg_daily_Staking, DWH_dbo.Fact_SnapshotCustomer.RegulationID)","0=None, 1=CySEC, 2=FCA, 4=ASIC, 9=FSA Seychelles"
knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_UnrealizedPnL_Close_Adjustment.md::SettlementTypeID::L132,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_PositionPnL_UnrealizedPnL_Close_Adjustment.md,132,SettlementTypeID,6,0=CFD; 1=REAL; 2=TRS; 3=CMT; 4=REAL_FUTURES; 5=MARGIN_TRADE,"Modern settlement classification. Dictionary.SettlementTypes: 0=CFD, 1=REAL, 2=TRS, 3=CMT, 4=REAL_FUTURES, 5=MARGIN_TRADE. Replaces IsSettled. (Tier 1 — Trade.PositionTbl)","0=CFD, 1=REAL, 2=TRS, 3=CMT, 4=REAL_FUTURES, 5=MARGIN_TRADE"
