object,column,claim_type,wiki_value,truth_value,truth_source,wiki_file,wiki_line,verdict_source,verdict,raw_context
Fact_CustomerAction,MoveMoneyReasonID,codepoint,8=Recurring Deposit,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.alter.sql,90,deterministic,WRONG,"m_MoveMoneyReason], 8=Recurring Deposit [UNVERIFIED: codepo"
Fact_CustomerAction,MoveMoneyReasonID,codepoint,9=Recurring Investment,(codepoint not in dictionary),DWH_dbo.Dim_MoveMoneyReason.MoveMoneyReason,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_CustomerAction.alter.sql,90,deterministic,WRONG,"m_MoveMoneyReason], 9=Recurring Investment [UNVERIFIED: codepo"
V_Customers,CustomerChangeTypeID,type,int,tinyint,INFORMATION_SCHEMA.COLUMNS[V_Customers.CustomerChangeTypeID].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Customers.md,33,deterministic,WRONG,int
V_Customers,DocsOK,type,int,smallint,INFORMATION_SCHEMA.COLUMNS[V_Customers.DocsOK].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Customers.md,40,deterministic,WRONG,int
V_Customers,Bankruptcy,type,int,smallint,INFORMATION_SCHEMA.COLUMNS[V_Customers.Bankruptcy].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Customers.md,42,deterministic,WRONG,int
V_Customers,PremiumAccount,type,int,smallint,INFORMATION_SCHEMA.COLUMNS[V_Customers.PremiumAccount].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Customers.md,46,deterministic,WRONG,int
V_Customers,Evangelist,type,int,smallint,INFORMATION_SCHEMA.COLUMNS[V_Customers.Evangelist].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Customers.md,47,deterministic,WRONG,int
V_Customers,GuruStatusID,type,int,smallint,INFORMATION_SCHEMA.COLUMNS[V_Customers.GuruStatusID].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Customers.md,48,deterministic,WRONG,int
V_Customers,RegulationID,type,int,tinyint,INFORMATION_SCHEMA.COLUMNS[V_Customers.RegulationID].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Customers.md,49,deterministic,WRONG,int
V_Dim_Customer,OriginalCID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.OriginalCID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,42,deterministic,WRONG,accounts. Default=0. (Tier 1 
V_Dim_Customer,Country,type,nvarchar,varchar(50),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.Country].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,48,deterministic,WRONG,nvarchar
V_Dim_Customer,SubChannelID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.SubChannelID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,52,deterministic,WRONG, mapping. DEFAULT=0. (Tier 1 
V_Dim_Customer,LabelID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.LabelID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,53,deterministic,WRONG,customer. Default=0. (Tier 1 
V_Dim_Customer,Language,type,nvarchar,char(50),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.Language].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,54,deterministic,WRONG,nvarchar
V_Dim_Customer,SocialConnectID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.SocialConnectID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,61,deterministic,WRONG,ion type. DEFAULT=0. (Tier 1 
V_Dim_Customer,VerificationLevel,type,nvarchar,varchar(50),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.VerificationLevel].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,62,deterministic,WRONG,nvarchar
V_Dim_Customer,PlayerStatus,type,nvarchar,varchar(50),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.PlayerStatus].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,64,deterministic,WRONG,nvarchar
V_Dim_Customer,AccountTypeID,default,1 (real retail account),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.AccountTypeID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,82,deterministic,WRONG,fication. Default=1 (real retail account). (Tier 1 
V_Dim_Customer,Regulation,type,nvarchar,varchar(50),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.Regulation].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,83,deterministic,WRONG,nvarchar
V_Dim_Customer,PlayerLevel,type,nvarchar,varchar(50),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.PlayerLevel].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,84,deterministic,WRONG,nvarchar
V_Dim_Customer,AccountStatusID,default,1 (Active/Normal),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.AccountStatusID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,85,deterministic,WRONG,l status. Default=1 (Active/Normal). 2=Closed
V_Dim_Customer,IsDepositor,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.IsDepositor].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,90,deterministic,WRONG,rchar(1). DEFAULT=0. (Tier 1 
V_Dim_Customer,FirstDepositDate,default,'19000101',(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.FirstDepositDate].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,91,deterministic,WRONG,tyle 121. DEFAULT='19000101'. (Tier 1 
V_Dim_Customer,ID,default,newsequentialid(),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.ID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,92,deterministic,WRONG,identity. Default=newsequentialid(). (Tier 1 
V_Dim_Customer,PendingClosureStatusID,default,1 (no pending closure),(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.PendingClosureStatusID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,95,deterministic,WRONG,char(10). Default=1 (no pending closure). (Tier 1 
V_Dim_Customer,WorldCheckID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.WorldCheckID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,102,deterministic,WRONG,rldCheck. Default=0. (Tier 1 
V_Dim_Customer,HasWallet,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Dim_Customer.HasWallet].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Dim_Customer.md,115,deterministic,WRONG, account. Default=0. (Tier 1 
v_Dim_Mirror,snapshot_date,nullable,NO,YES,INFORMATION_SCHEMA.COLUMNS[v_Dim_Mirror.snapshot_date].IS_NULLABLE,knowledge/synapse/Wiki/DWH_dbo/Views/v_Dim_Mirror.md,105,deterministic,WRONG,NO
V_Fact_RegulationTransfer,RegulationID,type,int,tinyint,INFORMATION_SCHEMA.COLUMNS[V_Fact_RegulationTransfer.RegulationID].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_RegulationTransfer.md,29,deterministic,WRONG,int
V_Fact_RegulationTransfer,UnrealizedPnL,type,money,"decimal(16,8)",INFORMATION_SCHEMA.COLUMNS[V_Fact_RegulationTransfer.UnrealizedPnL].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_RegulationTransfer.md,32,deterministic,WRONG,money
V_Fact_RegulationTransfer,ActualNWA,type,money,"decimal(16,2)",INFORMATION_SCHEMA.COLUMNS[V_Fact_RegulationTransfer.ActualNWA].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_RegulationTransfer.md,33,deterministic,WRONG,money
V_Fact_RegulationTransfer,RealizedEquity,type,money,"decimal(16,8)",INFORMATION_SCHEMA.COLUMNS[V_Fact_RegulationTransfer.RealizedEquity].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_RegulationTransfer.md,34,deterministic,WRONG,money
V_Fact_RegulationTransfer,InvestedRealFutures,type,money,"decimal(16,2)",INFORMATION_SCHEMA.COLUMNS[V_Fact_RegulationTransfer.InvestedRealFutures].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_RegulationTransfer.md,53,deterministic,WRONG,money
V_Fact_RegulationTransfer,PositionPnLFuturesReal,type,money,"decimal(16,2)",INFORMATION_SCHEMA.COLUMNS[V_Fact_RegulationTransfer.PositionPnLFuturesReal].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_RegulationTransfer.md,54,deterministic,WRONG,money
V_Fact_RegulationTransfer,InvestedStocksMargin,type,money,"decimal(16,2)",INFORMATION_SCHEMA.COLUMNS[V_Fact_RegulationTransfer.InvestedStocksMargin].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_RegulationTransfer.md,55,deterministic,WRONG,money
V_Fact_RegulationTransfer,PositionPnLStocksMargin,type,money,"decimal(16,2)",INFORMATION_SCHEMA.COLUMNS[V_Fact_RegulationTransfer.PositionPnLStocksMargin].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_RegulationTransfer.md,56,deterministic,WRONG,money
V_Fact_RegulationTransfer,TotalStockMarginLoanValue,type,money,"decimal(16,2)",INFORMATION_SCHEMA.COLUMNS[V_Fact_RegulationTransfer.TotalStockMarginLoanValue].DATA_TYPE,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_RegulationTransfer.md,57,deterministic,WRONG,money
V_Fact_SnapshotEquity,TotalMirrorRealFuturesPositionAmount,type,"decimal(16,2)",(no such column in object),INFORMATION_SCHEMA.COLUMNS[V_Fact_SnapshotEquity],knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,58,deterministic,WRONG,"decimal(16,2)"
V_Fact_SnapshotEquity,TotalRealFutures,type,"decimal(16,2)",(no such column in object),INFORMATION_SCHEMA.COLUMNS[V_Fact_SnapshotEquity],knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity.md,59,deterministic,WRONG,"decimal(16,2)"
V_Fact_SnapshotEquity_FromDateID,TotalMirrorRealFuturesPositionAmount,type,"decimal(16,2)",(no such column in object),INFORMATION_SCHEMA.COLUMNS[V_Fact_SnapshotEquity_FromDateID],knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,65,deterministic,WRONG,"decimal(16,2)"
V_Fact_SnapshotEquity_FromDateID,TotalRealFutures,type,"decimal(16,2)",(no such column in object),INFORMATION_SCHEMA.COLUMNS[V_Fact_SnapshotEquity_FromDateID],knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotEquity_FromDateID.md,66,deterministic,WRONG,"decimal(16,2)"
VU_FactBilling_ForBigQuery,CurrencyID,codepoint,1=USD,"1=United States of America, US Dollar",DWH_dbo.Dim_Currency.Name,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,43,deterministic,WRONG,"ences Dim_Currency. 1=USD, 2=EUR, 3=GBP. (Tie"
VU_FactBilling_ForBigQuery,CurrencyID,codepoint,2=EUR,"2=European Economic and Monetary Union (EMU), Euro",DWH_dbo.Dim_Currency.Name,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,43,deterministic,WRONG,"im_Currency. 1=USD, 2=EUR, 3=GBP. (Tier 1 — i"
VU_FactBilling_ForBigQuery,CurrencyID,codepoint,3=GBP,"3=Great Britain, Pound Sterling",DWH_dbo.Dim_Currency.Name,knowledge/synapse/Wiki/DWH_dbo/Views/VU_FactBilling_ForBigQuery.md,43,deterministic,WRONG,"ency. 1=USD, 2=EUR, 3=GBP. (Tier 1 — inherite"
V_Fact_SnapshotCustomer,PlayerLevelID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Fact_SnapshotCustomer.PlayerLevelID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer.alter.sql,71,deterministic,WRONG,ypeID=2). Default=0. (Tier 2 
V_Fact_SnapshotCustomer_FromDateID,PlayerLevelID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Fact_SnapshotCustomer_FromDateID.PlayerLevelID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.alter.sql,105,deterministic,WRONG,ypeID=2). Default=0. (Tier 2 
V_Fact_SnapshotCustomer_FromDateID,PlayerLevelID,default,0,(no default in DDL),INFORMATION_SCHEMA.COLUMNS[V_Fact_SnapshotCustomer_FromDateID.PlayerLevelID].COLUMN_DEFAULT,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID.alter.sql,224,deterministic,WRONG,ypeID=2). Default=0. (Tier 2 
V_Liabilities,CopyFundAUM,lineage_tag,Tier 1 - Fact_SnapshotEquity.CopyFundAUM,Fact_SnapshotEquity.CopyFundAUM,(no Dim_/SP_/upstream resolves),knowledge/synapse/Wiki/DWH_dbo/Views/V_Liabilities.alter.sql,59,deterministic,WRONG,ons. (Tier 1 - Fact_SnapshotEquity.CopyFundAUM)
