category,source_schema,catalog,uc_schema,uc_table,uc_full_target,uc_col_count,missing_cols,wiki_md,wiki_col_count,alter_sql_exists
A3,eMoney_dbo,main,emoney,gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment,123,3,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Customer_Risk_Assessment.md,0,yes
A3,eMoney_dbo,main,emoney,gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,main.emoney.gold_sql_dp_prod_we_emoney_dbo_emoney_customer_risk_assessment_history,123,3,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Customer_Risk_Assessment_History.md,0,yes
A3,DWH_dbo,main,pii_data,gold_sql_dp_prod_we_dwh_dbo_dim_customer,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_customer,107,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Customer.md,0,yes
A3,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_creditriskmatrix,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_creditriskmatrix,66,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CreditRiskMatrix.md,0,yes
A3,BI_DB_dbo,main,pii_data,gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,main.pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates,139,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_CIDFirstDates.md,0,yes
A3,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_dim_account,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_account,89,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Account.md,0,yes
A3,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_dim_transaction,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_dim_transaction,77,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Dim_Transaction.md,0,yes
A3,eMoney_dbo,main,bi_db,gold_sql_dp_prod_we_emoney_dbo_emoney_fact_transaction_status,main.bi_db.gold_sql_dp_prod_we_emoney_dbo_emoney_fact_transaction_status,77,0,knowledge/synapse/Wiki/eMoney_dbo/Tables/eMoney_Fact_Transaction_Status.md,0,yes
B,EXW_dbo,main,bi_db,gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_reimbursementfollowup,56,56,knowledge/synapse/Wiki/EXW_dbo/Tables/EXW_ReimbursementFollowUp.md,56,yes
B,Dealing_dbo,main,bi_db,gold_sql_dp_prod_we_dealing_dbo_dealing_nop_report,main.bi_db.gold_sql_dp_prod_we_dealing_dbo_dealing_nop_report,14,10,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_NOP_Report.md,14,yes
B,BI_DB_dbo,main,pii_data,gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates_metric_view,main.pii_data.gold_sql_dp_prod_we_bi_db_dbo_bi_db_cidfirstdates_metric_view,7,6,knowledge/synapse/Wiki/BI_DB_dbo/Views/BI_DB_CIDFirstDates_metric_view.md,7,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_verificationpipeline_overlevel2,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_ops_verificationpipeline_overlevel2,18,3,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_VerificationPipeline_OverLevel2.md,18,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_first5actions,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_first5actions,86,2,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_First5Actions.md,86,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_accountstatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_accountstatus,5,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountStatus.md,5,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_accounttype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_accounttype,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AccountType.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_actiontype,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ActionType.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_affiliatecosttype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliatecosttype,4,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_AffiliateCostType.md,4,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_billingdepot,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_billingdepot,7,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingDepot.md,7,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_bonustype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_bonustype,8,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BonusType.md,8,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_campaign,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_campaign,12,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Campaign.md,12,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_cardtype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cardtype,4,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CardType.md,4,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_cashoutfeegroup,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cashoutfeegroup,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutFeeGroup.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_cashoutmode,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cashoutmode,4,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutMode.md,4,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_cashoutreason,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cashoutreason,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutReason.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_cashoutstatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_cashoutstatus,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CashoutStatus.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_channel,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_channel,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Channel.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_clientwithdrawreason,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_clientwithdrawreason,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ClientWithdrawReason.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_closepositionreason,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_closepositionreason,5,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ClosePositionReason.md,5,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_compensationreason,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_compensationreason,7,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CompensationReason.md,7,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_contacttype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_contacttype,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ContactType.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_contracttype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_contracttype,4,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ContractType.md,4,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_country,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_country,19,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Country.md,19,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_countrybin,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_countrybin,12,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CountryBin.md,12,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_countryip,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_countryip,5,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CountryIP.md,5,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_credittype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_credittype,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CreditType.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_currency,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_currency,10,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Currency.md,10,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_customerchangetype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_customerchangetype,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CustomerChangeType.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_date,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_date,46,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Date.md,46,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_desk,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_desk,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Desk.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_documentstatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_documentstatus,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_DocumentStatus.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_evmatchstatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_evmatchstatus,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_EvMatchStatus.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_exchangeinfo,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_exchangeinfo,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExchangeInfo.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_extendeduserfield,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_extendeduserfield,4,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExtendedUserField.md,4,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_fund,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_fund,9,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Fund.md,9,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_fundingtype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_fundingtype,9,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundingType.md,9,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_fundtype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_fundtype,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FundType.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_funnel,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_funnel,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Funnel.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_gurustatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_gurustatus,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_GuruStatus.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_historysplitratio,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_historysplitratio,9,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_HistorySplitRatio.md,9,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_instrument,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_instrument,47,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument.md,47,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_label,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_label,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Label.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_language,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_language,8,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Language.md,8,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_manager,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_manager,13,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Manager.md,13,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_mifidcategorization,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mifidcategorization,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MifidCategorization.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_mirror,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mirror,26,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Mirror.md,26,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_mirrortype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_mirrortype,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MirrorType.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_movemoneyreason,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_movemoneyreason,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_MoveMoneyReason.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_paymentstatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_paymentstatus,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PaymentStatus.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_pendingclosurestatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_pendingclosurestatus,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PendingClosureStatus.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_phoneverified,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_phoneverified,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PhoneVerified.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_platform,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_platform,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Platform.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_platformtype,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_platformtype,12,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlatformType.md,12,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerlevel,12,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerLevel.md,12,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatus,15,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatus.md,15,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatusreasons,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatusreasons,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatusReasons.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_playerstatussubreasons,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_playerstatussubreasons,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_PlayerStatusSubReasons.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_range,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_range,4,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Range.md,4,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_redeemreason,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_redeemreason,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RedeemReason.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_redeemstatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_redeemstatus,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RedeemStatus.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_regulation,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation,7,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Regulation.md,7,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_riskclassification,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_riskclassification,4,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RiskClassification.md,4,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_riskmanagementstatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_riskmanagementstatus,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RiskManagementStatus.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_riskstatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_riskstatus,7,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_RiskStatus.md,7,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_screeningstatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_screeningstatus,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ScreeningStatus.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_socialnetwork,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_socialnetwork,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_SocialNetwork.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_state_and_province,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_state_and_province,5,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_State_and_Province.md,5,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_threedsresponsetypes,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_threedsresponsetypes,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ThreeDsResponseTypes.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationlevel,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationLevel.md,6,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_verificationstatus,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_verificationstatus,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_VerificationStatus.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_dim_worldcheck,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_worldcheck,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_WorldCheck.md,3,yes
B,DWH_dbo,main,dwh,gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,main.dwh.gold_sql_dp_prod_we_dwh_dbo_v_fact_snapshotcustomer_fromdateid_masked,57,0,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID_Masked.md,57,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_dim_billingprotocolmidsettingsid,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_dim_billingprotocolmidsettingsid,11,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_BillingProtocolMIDSettingsID.md,11,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_dim_calculationtype,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_dim_calculationtype,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CalculationType.md,3,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_dim_costconfigurationid,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_dim_costconfigurationid,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CostConfigurationId.md,3,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_dim_costsubtype,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_dim_costsubtype,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CostSubtype.md,3,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_dim_costtype,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_dim_costtype,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CostType.md,3,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_dim_countryipanonymous,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_dim_countryipanonymous,7,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_CountryIPAnonymous.md,7,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_dim_executionoperationtype,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_dim_executionoperationtype,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_ExecutionOperationType.md,3,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_dim_feeoperationtypes,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_dim_feeoperationtypes,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_FeeOperationTypes.md,3,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_dim_instrument_correlation_groupsinstruments,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_dim_instrument_correlation_groupsinstruments,3,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Instrument_Correlation_GroupsInstruments.md,3,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_dim_product,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_dim_product,6,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Product.md,6,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_fact_cashout_rollback,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_fact_cashout_rollback,28,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_Rollback.md,28,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_fact_cashout_state,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_fact_cashout_state,28,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Cashout_State.md,28,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_fact_deposit_fees,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_fact_deposit_fees,47,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Deposit_Fees.md,47,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_fact_deposit_state,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_fact_deposit_state,29,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Deposit_State.md,29,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_fact_position_futures_snapshot,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_fact_position_futures_snapshot,32,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Position_Futures_Snapshot.md,32,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_fact_reverse_deposits,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_fact_reverse_deposits,46,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Reverse_Deposits.md,46,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_fact_settlement_prices,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_fact_settlement_prices,5,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Settlement_Prices.md,5,yes
B,DWH_dbo,main,bi_db,gold_sql_dp_prod_we_dwh_dbo_fact_withdraw_fees,main.bi_db.gold_sql_dp_prod_we_dwh_dbo_fact_withdraw_fees,36,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Fact_Withdraw_Fees.md,36,yes
B,DWH_dbo,main,pii_data,gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,main.pii_data.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate,56,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Affiliate.md,56,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_abook_exposure_nophedged,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_abook_exposure_nophedged,16,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_ABook_Exposure_NOPHedged.md,16,yes
B,BI_DB_dbo,main,bi_db,gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_singapore_risk_classification,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_aml_singapore_risk_classification,45,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_Singapore_Risk_Classification.md,45,yes
