left,right,edge_kind,join_keys,purpose,source_wiki,schema_dir
BI_DB_dbo.BI_DB_Finance_Audit_Auxillary_Datapoints,DWH_dbo.Dim_Country,references_to,Country,Country name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Audit_Auxillary_Datapoints.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Audit_Auxillary_Datapoints,BI_DB_dbo.BI_DB_DepositWithdrawFee,references_to,TotalConversionFees,PIP conversion fee source,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Audit_Auxillary_Datapoints.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Audit_Auxillary_Datapoints,BI_DB_dbo.Client_Balance_Breakdown_Instrument_Level,references_to,Commission metrics (8),Commission source by instrument/settlement,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Audit_Auxillary_Datapoints.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Audit_Auxillary_Datapoints,DWH_dbo.Fact_CustomerAction,references_to,Overnight/dividend/SDRT/admin/spot metrics (5),Fee action source table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Audit_Auxillary_Datapoints.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Audit_Auxillary_Datapoints,BI_DB_dbo.BI_DB_DDR_Daily_Aggregated,references_to,"TotalCashoutFee, TotalDormantFee, TransferCoinFee",Cashout/dormant/crypto fees (blacklisted — deferred from UC migration),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Audit_Auxillary_Datapoints.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Audit_Auxillary_Datapoints,BI_DB_dbo.BI_DB_DDR_Daily_Aggregated_Auxiliary_Metrics,references_to,TotalInterestFees,Interest fee source (blacklisted — deferred),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Audit_Auxillary_Datapoints.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Audit_Auxillary_Datapoints,BI_DB_dbo.Function_Revenue_TicketFee,references_to,TicketFee,Fixed ticket fee TVF,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Audit_Auxillary_Datapoints.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Audit_Auxillary_Datapoints,BI_DB_dbo.Function_Revenue_TicketFeeByPercent,references_to,TicketFeeByPercent,Percentage ticket fee TVF,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Audit_Auxillary_Datapoints.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Audit_Auxillary_Datapoints,BI_DB_dbo.BI_DB_Fact_Customer_Action_Position_Distribution,references_to,StockMarginOvernightFee,Stock margin overnight fee source,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Audit_Auxillary_Datapoints.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Fact_BillingWithdraw,common_join,`WithdrawID = BW.WithdrawID`,Re-join for additional billing fields not in this table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Dim_Customer,common_join,`CID = dc.RealCID`,Customer demographics not stored here,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Fact_BillingWithdraw,references_to,"Withdraw Payment ID, WithdrawID","Financial amounts, exchange rates, depot, funding type",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Dim_Customer,references_to,CID,Customer regulation and label lookup,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Dim_Regulation,references_to,Regulation,Regulatory jurisdiction name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Dim_Label,references_to,White Label,Brand label name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Dim_CashoutStatus,references_to,Withdraw Processing Id Stauts,Cashout processing status name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Dim_Currency,references_to,Currency,Payment currency abbreviation,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Dim_BillingDepot,references_to,Depot,Payment depot name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Dim_BillingProtocolMIDSettingsID,references_to,"MID, Mid Name",Merchant/MID details,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Dim_FundingType,references_to,Funding Method,Payment method name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Dim_CardType,references_to,Brand,Card type via bin lookup,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,DWH_dbo.Dim_PlayerLevel,references_to,PlayerLevel,Customer club/tier name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,BI_DB_dbo.External_etoro_Billing_CashoutRollbackTracking,references_to,(source events),Rollback event driving table,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,BI_DB_dbo.External_etoro_Billimg_vWithdrawToFunding_FUll,references_to,FundingID,Funding ID lookup,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Cashout_RollbackDetails,BI_DB_dbo.External_etoro_History_vWithdrawToFundingAction,references_to,(status history),Cashout action status history,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Cashout_RollbackDetails.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side,SP_IFR_KFactors_Automation_KTCD,common_join,"Reads from this table with `convert(varchar(6),Date,112) AS YearMonth`",Downstream K-factors automation reporting,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side,DWH_dbo.Dim_Date,references_to,Date,Calendar date attributes,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side,BI_DB_dbo.BI_DB_PositionPnL,references_to,(via SP),Position-level PnL -- primary data source,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side,DWH_dbo.Dim_Instrument,references_to,(via SP),Instrument metadata for IFR classification,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side,DWH_dbo.Fact_SnapshotCustomer,references_to,(via SP),Customer regulation and validity,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_IFRS_Automation_KTCD_eToro_Side.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Net_MIMO,DWH_dbo.Dim_FundingType,common_join,`FundingTypeID = dft.FundingTypeID`,Additional funding type metadata,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Net_MIMO.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Net_MIMO,DWH_dbo.Dim_Currency,common_join,`CurrencyID = cur.CurrencyID`,"Currency details (full name, symbol)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Net_MIMO.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Net_MIMO,DWH_dbo.Dim_Regulation,common_join,`RegulationID = dr.DWHRegulationID`,Regulation metadata,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Net_MIMO.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Net_MIMO,DWH_dbo.Fact_BillingDeposit,references_to,Net_MIMO_AmountUSD (deposits),Approved deposit amounts (PaymentStatusID=2),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Net_MIMO.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Net_MIMO,DWH_dbo.Fact_BillingWithdraw,references_to,Net_MIMO_AmountUSD (withdrawals),Approved withdrawal amounts (CashoutStatusID_Withdraw=3),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Net_MIMO.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Net_MIMO,DWH_dbo.Fact_SnapshotCustomer,references_to,IsCreditReportValidCB,Customer validity flag (SCD2 snapshot via Dim_Range),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Net_MIMO.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Net_MIMO,DWH_dbo.Dim_FundingType,references_to,"FundingTypeID, FundingType",Payment method name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Net_MIMO.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Net_MIMO,DWH_dbo.Dim_Currency,references_to,"CurrencyID, Currency",Currency abbreviation,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Net_MIMO.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Net_MIMO,DWH_dbo.Dim_Regulation,references_to,"RegulationID, Regulation",Regulatory jurisdiction name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Net_MIMO.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Net_MIMO,DWH_dbo.Dim_PlayerLevel,references_to,Club,Customer club/tier name,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Net_MIMO.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Instrument,common_join,InstrumentID = InstrumentID,Full instrument attributes (already denormalized for key fields),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,common_join,"DateID, InstrumentID, Regulation, HedgeServerID",Sibling report with additional columns (2025 version),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Instrument,lineage,InstrumentID <- InstrumentID,Passthrough (FULL OUTER JOIN),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Instrument,lineage,InstrumentName <- Name,Rename,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Instrument,lineage,InstrumentDisplayName <- InstrumentDisplayName,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Instrument,lineage,ISINCode <- ISINCode,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Instrument,lineage,CUSIP <- CUSIP,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Regulation,lineage,Regulation <- Name,Via Fact_SnapshotCustomer.RegulationID,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,BI_DB_dbo.BI_DB_PositionPnL,lineage,EOD_Units <- AmountInUnitsDecimal,SUM aggregation,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,BI_DB_dbo.BI_DB_PositionPnL,lineage,EOD_Equity_USD <- Amount + PositionPnL,SUM,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,BI_DB_dbo.BI_DB_PositionPnL,lineage,EOD_NOP_USD <- NOP,SUM,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Fact_CurrencyPriceWithSplit,lineage,EOD_PriceUSD_Spreaded <- BidSpreaded × USD_ConversionRate,MAX,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Fact_CurrencyPriceWithSplit,lineage,EOD_PriceUSD_Unspreaded <- Bid × USD_ConversionRate,MAX,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Fact_CurrencyPriceWithSplit,lineage,EOD_OrigCurr_BidSpreaded <- BidSpreaded,MAX,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Fact_CurrencyPriceWithSplit,lineage,EOD_OrigCurr_BidUnspreaded <- Bid,MAX,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_GetSpreadedPriceUSDConversionRate,lineage,USD_ConversionRate <- USD_ConversionRate,MAX (most recent),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Position,lineage,HedgeServerID <- HedgeServerID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,Hardcoded,lineage,Provider <- Provider,Lookup,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Position,lineage,IsDiscounted <- IsDiscounted,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,Computed,lineage,ClientHoldings <- —,CASE on EOD_Units NULL,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Instrument,lineage,ISINCountryParsed <- ISINCode,"LEFT(ISINCode, 2)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Instrument,lineage,IsTradableAtQueryDate <- Tradable,Rename,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Fact_SnapshotCustomer,lineage,IsCreditReportValidCB <- IsCreditReportValidCB,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Position,lineage,IsSettled <- IsSettled,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Instrument,lineage,Exchange <- Exchange,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,Exchange,lineage,SettlementDate <- Date,T+1 or T+2 CROSS APPLY,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,Exchange,lineage,SettleCloseTime <- CloseTime,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,Exchange,lineage,SettleCloseTimeUTC <- CloseTimeUTC,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Instrument,references_to,InstrumentID,Instrument dimension — full instrument attributes,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Position,references_to,HedgeServerID,Hedge server assignment from position,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Regulation,references_to,Regulation,"Regulation name (text, not ID)",knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Fact_SnapshotCustomer,references_to,IsCreditReportValidCB,Customer credit report validity flag,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,DWH_dbo.Dim_Position,references_to,"IsSettled, IsDiscounted",Position settlement and discount flags,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,BI_DB_dbo.BI_DB_PositionPnL,references_to,"EOD_Units, EOD_Equity_USD, EOD_NOP_USD",Aggregated position metrics,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,External_bronze_calendardb_market_mergeddailyschedules,references_to,SettlementDate,Exchange calendar for settlement dates,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,referenced_by,,,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_eToro_vs_Positions,BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,referenced_by,,,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2023.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,DWH_dbo.Dim_Instrument,common_join,InstrumentID = InstrumentID,Full instrument attributes,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2023,common_join,"DateID, InstrumentID, Regulation, HedgeServerID",Compare against legacy 2023 report,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,BI_DB_dbo.BI_DB_Finance_eToro_vs_Positions,common_join,"DateID, InstrumentID, HedgeServerID, LiquidityAccountID",Omnibus reconciliation companion,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,DWH_dbo.Dim_Instrument,lineage,InstrumentID <- InstrumentID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,DWH_dbo.Dim_Instrument,lineage,InstrumentName <- Name,Rename,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,DWH_dbo.Dim_Position,lineage,HedgeServerID <- HedgeServerID,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,DWH_dbo.Dim_Position,lineage,IsDiscounted <- IsDiscounted,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,DWH_dbo.Dim_Position,lineage,IsSettled <- IsSettled,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,DWH_dbo.Fact_SnapshotCustomer,lineage,IsValidCustomer <- IsValidCustomer,Passthrough,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,BI_DB_dbo.BI_DB_PositionPnL,lineage,Close_PnLInDollars <- Close_PnLInDollars,SUM,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,Computed,lineage,"TotalStockMarginLoan <- SettlementTypeID, Leverage, InitForexRate, AmountInUnitsDecimal, CurrentConversionRate, Amount",CASE + SUM,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,DWH_dbo.Dim_Instrument,references_to,InstrumentID,Instrument dimension,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,DWH_dbo.Dim_Position,references_to,HedgeServerID,Hedge server assignment,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,DWH_dbo.Dim_Regulation,references_to,Regulation,Regulation name (text),knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,DWH_dbo.Fact_SnapshotCustomer,references_to,"IsCreditReportValidCB, IsValidCustomer",Customer validity flags,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,Dealing_staging.etoro_Trade_LiquidityAccounts,references_to,LiquidityAccountID,LA name resolution,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
BI_DB_dbo.BI_DB_Finance_Non_US_Settlement_New_2025,Dealing_staging.External_Fivetran_dealing_active_hs_mappings,references_to,Provider mapping,Karen's LP mapping,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Finance_Non_US_Settlement_New_2025.md,BI_DB_dbo
