schema,object_name,object_type,priority,process_name,is_active,archetype,archetype_label,confidence,n_destinations,destination_tables,dest_customer_keys,dest_money_cols,dest_count_cols,dest_dim_cols,dest_txn_cols,dest_pop_flag_cols,has_validity_filter,validity_evidence,has_population_filter,population_evidence,has_group_by_customer_key,group_by_evidence,touches_fact_snapshot_customer,touches_dim_customer,recommended_action,key_insight,file_path
BI_DB_dbo,SP_ClusteringDailyPrepData,SP,20,SB_Daily,1,A,Customer-keyed snapshot,medium,1,[BI_DB_dbo].[BI_DB_ClusteringDailyPrepData],CID,,,CryptoRatio,,,1,L42: AND dc.IsValidCustomer=1,0,,1,L43: GROUP BY ffca.RealCID,1,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,"customer-keyed destination, grain unclear",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_ClusteringDailyPrepData.sql
BI_DB_dbo,SP_DepositUsersFirstTouchPoints,SP,20,SB_Daily,1,A,Customer-keyed snapshot,high,1,[BI_DB_dbo].BI_DB_DepositUsersFirstTouchPoints,CID,,,"Country, DesignatedRegulation, Region",,"FTD, FirstAction, FirstActionType, FirstCross, FirstDemoTrade, FirstNewFunded, Platform_fromAction_FTD, Registration",1,L93: Customer dc ON fd.CID=dc.RealCID AND dc.IsValidCustomer=1,0,,1,L475: GROUP BY RealCID ,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (9 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_DepositUsersFirstTouchPoints.sql
BI_DB_dbo,SP_Flare_Eligibility,SP,20,SB_Daily,1,A,Customer-keyed snapshot,medium,1,BI_DB_dbo.BI_DB_Flare_Eligibility,CID,,,,,,0,,1,"L41: ,case when (dc.PlayerStatusID in (2,9,15,4) or dc.PlayerStatusSubReasonID in (25,33,31,32,26,30,51)) then 0 else",0,,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,"customer-keyed destination, grain unclear",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Flare_Eligibility.sql
BI_DB_dbo,SP_Inactivity_Fees,SP,20,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_InactivityFees,"GCID, RealCID",,,Country,,"FTD_Date, FTD_Month, LastLogin, PlayerStatus, Regulation",1,L132: AND dc.IsValidCustomer=1,1,"L135: AND dc.PlayerStatusID NOT IN (2,4)",0,,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (5 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Inactivity_Fees.sql
BI_DB_dbo,SP_InvestorReport,SP,20,SB_Daily,1,A,Customer-keyed snapshot,high,4,BI_DB_dbo.BI_DB_Investors_STG; BI_DB_dbo.BI_DB_Investors_STG; BI_DB_dbo.BI_DB_Investors_STG; BI_DB_dbo.BI_DB_Investors_Unclustered,CID,,,"CountryID, InstrumentType",,RegulationID,1,L92: AND fsc.IsValidCustomer = 1,1,L93: AND fsc.IsDepositor=1,1,L96: GROUP BY fca.RealCID,1,0,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (1 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_InvestorReport.sql
BI_DB_dbo,SP_InvestorReportDetails,SP,20,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_InvestorsDetail,RealCID,,,"CountryID, InstrumentType",,IsDepositor,1,L179: AND fsc.IsValidCustomer=1,0,,1,"L152: GROUP BY cc.CID,DATEDIFF(DAY,cc.ContactedDate,fca.Occurred),cc.ManagerID",1,0,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (1 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_InvestorReportDetails.sql
BI_DB_dbo,SP_KYC_eToroMoney_UpgradedClubMembers,SP,20,SB_Daily,1,A,Customer-keyed snapshot,medium,1,[BI_DB_dbo].[BI_DB_KYC_eToroMoney_UpgradedClubMembers],"CID, GCID",,,"Country_Abbreviation, MarketingRegionManualName",,,0,,0,,0,,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,"customer-keyed destination, grain unclear",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_KYC_eToroMoney_UpgradedClubMembers.sql
BI_DB_dbo,SP_M_AML_Report,SP,20,SB_Daily,1,A,Customer-keyed snapshot,high,2,BI_DB_dbo.BI_DB_M_AML_Report; BI_DB_dbo.BI_DB_M_AML_Report_AGG,CID,Wire_Amount,Is_EEA_EU_Country,"Country, Prev_Regulation",,"Is_FTD, PlayerStatus, Regulation, VerificationLevelID",1,L83: WHERE fsc.IsValidCustomer = 1,1,L84: AND fsc.IsDepositor = 1,1,L117: GROUP BY fbd.CID,1,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (4 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_M_AML_Report.sql
BI_DB_dbo,SP_Publications,SP,20,SB_Daily,1,A,Customer-keyed snapshot,medium,1,BI_DB_dbo.BI_DB_Publications,CID,,,,,,0,,0,,0,,0,0,filter-synthetics-from-population OR enrich-dest-with-master_CID,"customer-keyed destination, grain unclear",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Publications.sql
BI_DB_dbo,SP_Reg_UK_Compliance_SocialActivity,SP,20,SB_Daily,0,A,Customer-keyed snapshot,medium,1,BI_DB_dbo.BI_DB_Reg_UK_Compliance_SocialActivity,CID,,,,,,0,,0,,0,,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,"customer-keyed destination, grain unclear",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Reg_UK_Compliance_SocialActivity.sql
BI_DB_dbo,SP_Reg_UK_Compliance_SocialActivityM,SP,20,SB_Daily,0,A,Customer-keyed snapshot,high,1,[BI_DB_dbo].[BI_DB_Reg_UK_Compliance_SocialActivityM],CID,,,Country,,Regulation,1,L81: AND cc.IsValidCustomer=1,0,,0,,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (1 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Reg_UK_Compliance_SocialActivityM.sql
BI_DB_dbo,SP_RejectedDocuments,SP,20,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.[BI_DB_RejectedDocuments],CID,,,"Country, Region",,"FirstDepositDate, PlayerStatus, VerificationLevelID",0,,0,,0,,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (3 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_RejectedDocuments.sql
BI_DB_dbo,SP_User_Segment_Snapshot,SP,20,SB_Daily,1,A,Customer-keyed snapshot,medium,4,[BI_DB_dbo].[BI_DB_EquitySnapshots]; [BI_DB_dbo].[BI_DB_STDSnapshots]; [BI_DB_dbo].[BI_DB_DepositSnapshots]; [BI_DB_dbo].[BI_DB_User_Segment_Snapshot],"CID, RealCID","PositionPnL, RealizedEquity",,,,,1,L192: AND b.IsValidCustomer = 1,0,,1,L88: GROUP BY CID,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,"customer-keyed destination, grain unclear",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_User_Segment_Snapshot.sql
BI_DB_dbo,SP_VerificationStatus,SP,20,SB_Daily,1,A,Customer-keyed snapshot,high,1,[BI_DB_dbo].[BI_DB_VerificationStatus],RealCID,,,"Country, Region",,"First14DaysDeposit, FirstDepositDate, PlayerStatusID",1,L48: dc.IsValidCustomer=1,0,,1,L68: GROUP BY p.RealCID,1,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (3 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_VerificationStatus.sql
BI_DB_dbo,SP_W_Mon_AML_FCA_Crypto_Threshold,SP,20,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_FCA_Crypto_Threshold,CID,,Account_Manager_Name,,,PlayerStatus,1,L45: AND dc.IsValidCustomer = 1,1,L46: AND dc.IsDepositor = 1,0,,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (1 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_W_Mon_AML_FCA_Crypto_Threshold.sql
Dealing_dbo,SP_CopyPortfolio_Allocation,SP,20,SB_Daily,1,A,Customer-keyed snapshot,medium,1,[Dealing_dbo].Dealing_CopyPortfolio_Allocation,CID,,,InstrumentID,,,0,,0,,1,L43: GROUP BY bdppl.CID,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,"customer-keyed destination, grain unclear",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\Dealing_dbo\Stored Procedures\Dealing_dbo.SP_CopyPortfolio_Allocation.sql
BI_DB_dbo,SP_EY_Audit_Compensation,SP,10,SB_Daily,0,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_EY_Audit_Compensation,RealCID,Amount,,,,Regulation,0,,0,,0,,1,0,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (1 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_EY_Audit_Compensation.sql
BI_DB_dbo,SP_EY_Audit_Negative_Refill,SP,10,SB_Daily,0,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_EY_Audit_Negative_Refill,RealCID,Amount,,,,Regulation,1,L92: AND fsc.IsCreditReportValidCB = 1,0,,0,,1,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (1 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_EY_Audit_Negative_Refill.sql
BI_DB_dbo,SP_AML_ASIC_Dashboard,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_ASIC_Dashboard,CID,"Equity, Total_Deposits",KYC_Country,"Has_Changed_Regulation, Pre_Regulation_Change",,"FirstDepositAmount, FirstDepositDate, Last_Regulation_Change_Date, PlayerStatus, Regulation, VerificationLevelID",1,L33: WHERE dc.IsValidCustomer =1,1,L34: AND dc.IsDepositor =1,1,L57: GROUP BY pp.CID,1,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (6 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_ASIC_Dashboard.sql
BI_DB_dbo,SP_AML_BI_Alerts_MultipleAccountseMoney,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_BI_Alerts_MultipleAccountseMoney,CID,TotalCashoutsLifetime,,Country,,"PlayerStatus, Regulation",0,,0,,1,L70: GROUP BY CID,1,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (2 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_BI_Alerts_MultipleAccountseMoney.sql
BI_DB_dbo,SP_AML_BI_Alerts_New,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_BI_Alerts_New,CID,,,Country,,"PlayerStatus, Regulation",1,L135: WHERE dc.IsValidCustomer = 1,1,L136: AND dc.IsDepositor = 1,1,L71: GROUP BY fca.CID,1,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (2 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_BI_Alerts_New.sql
BI_DB_dbo,SP_AML_BI_Alerts_New_Master_SubAccount,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_BI_Alerts_New_Master_SubAccount,CID,,,Country,,"PlayerStatus, Regulation",1,L79: AND DC.IsValidCustomer = 1,1,"L130: CASE WHEN fsc.IsDepositor = 1 THEN 1 ELSE 0 END AS Is_FTD,",1,L198: GROUP BY fca.CID,1,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (2 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_BI_Alerts_New_Master_SubAccount.sql
BI_DB_dbo,SP_AML_BI_Alerts_New_Singapore,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_BI_Alerts_New_Singapore,CID,,,Country,,"PlayerStatus, Regulation",1,L83: WHERE IsValidCustomer = 1 AND VerificationLevelID = 3;,1,L114: and fsc.IsDepositor=1,1,L197: GROUP BY fca.CID ,1,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (2 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_BI_Alerts_New_Singapore.sql
BI_DB_dbo,SP_AML_Documents_Request,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_Documents_Request,CID,"Equity, Total_Deposits",,"CitizenshipCountry, Country, POBCountry",,"FirstDepositDate, IsDepositor, Last_Login_Date, PlayerStatus, Regulation, VerificationLevelID, last_document_upload",1,L61: WHERE dc.IsValidCustomer =1,1,"L51: erStatusID = dps.PlayerStatusID AND dps.PlayerStatusID NOT IN (2,4)",1,L83: GROUP BY pp.CID,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (7 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_Documents_Request.sql
BI_DB_dbo,SP_AML_Gatsby_Alerts,SP,0,SB_Daily,1,A,Customer-keyed snapshot,medium,1,BI_DB_dbo.BI_DB_AML_Gatsby_Alerts,"CID, GCID",,,Region,,,0,,0,,0,,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,"customer-keyed destination, grain unclear",C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_Gatsby_Alerts.sql
BI_DB_dbo,SP_AML_German_Video_Ident,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.AML_German_Video_Ident,"CID, GCID",TotalEquity,,"CitizenshipCountry, Country, Has_Open_RealCrypto, POBCountry",,"FirstDepositAmount, FirstDepositDate, PlayerStatus, Regulation",1,L47: AND dc.IsValidCustomer = 1,1,L48: AND dc.IsDepositor = 1,1,L64: GROUP BY pp.GCID,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (4 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_German_Video_Ident.sql
BI_DB_dbo,SP_AML_High_Risk_Wallet,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_High_Risk_Wallet,"CID, GCID",,,Country,,"FirstDepositDate, FirstWalletDate, IsDepositor, PlayerStatus, Regulation",1,L41: WHERE dc.IsValidCustomer =1,1,"L37: erStatusID = dps.PlayerStatusID AND dps.PlayerStatusID NOT IN (2,4)",1,L53: GROUP BY cwv.Gcid,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (5 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_High_Risk_Wallet.sql
BI_DB_dbo,SP_AML_IOB_Report,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_IOB_Report,CID,Payment_interest_June,Account_Balance,"CitizenshipCountry, Country, POBCountry",,"FirstDepositDate, IsDepositor, PlayerStatus, Regulation, VerificationLevelID",1,L79: WHERE dc.IsValidCustomer =1,1,"L69: erStatusID = dps.PlayerStatusID AND dps.PlayerStatusID NOT IN (2,4)",1,L105: GROUP BY pp.CID,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (5 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_IOB_Report.sql
BI_DB_dbo,SP_AML_KYC_SOF,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_KYC_SOF,"CID, GCID","%RemainingAmount, Equity, Q14_Planned_Invested_Amount, RemainingAmount, Total_Deposit",,"Country, Region",,"FirstDepositAmount, FirstDepositDate, Last_Close_Position_Date, Last_Login_Date, Last_Open_Position_Date, PlayerStatus, Regulation",1,L37: WHERE dc.IsValidCustomer =1,1,L39: AND dc.IsDepositor =1,1,L86: GROUP BY ky.CID,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (7 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_KYC_SOF.sql
BI_DB_dbo,SP_AML_Periodic_Review,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,3,BI_DB_dbo.BI_DB_AML_Periodic_Review_AR; BI_DB_dbo.BI_DB_AML_Periodic_Review_HR; BI_DB_dbo.BI_DB_AML_Periodic_Review_MR,"CID, GCID","Is_High_MOP_Deposit, Planned_Invested_Amount_Q14, Total_Withdraw",POB_Country,"Country, CountryRank",,"Original_FTD, PlayerStatus, Regulation",1,L121: WHERE dc.IsValidCustomer =1,1,L122: AND dc.IsDepositor =1,1,L177: GROUP BY pp.CID ,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (3 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_Periodic_Review.sql
BI_DB_dbo,SP_AML_Singapore_Risk_Classification,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_Singapore_Risk_Classification,"CID, GCID","Net_Deposits, Net_Deposits_Final_Score","KYC_Country_Final_Score, KYC_Country_Final_Score_B_Final_Score, Nationality_Country, TIN_CountryName","Country, CountryIDByIP, POBCountry",,"FirstDepositDate, PlayerStatus, Regulation, VerificationLevelID",1,L58: fsc.IsValidCustomer = 1,1,L60: AND dc.IsDepositor =1,1,"L229: GROUP BY CID, Q26_AnswerText",1,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (4 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_Singapore_Risk_Classification.sql
BI_DB_dbo,SP_AML_Terror_Monitor_Dashboard,SP,0,SB_Daily,0,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AML_Terror_Monitor_Dashboard,CID,"Equity, Total_Deposits",KYC_Country,"CitizenshipCountry, CountryByIP_Residency, POBCountry",,"FirstDepositAmount, FirstDepositDate, PlayerStatus, Regulation",1,L45: WHERE dc.IsValidCustomer =1,1,L46: AND dc.IsDepositor =1,1,L78: GROUP BY pp.CID,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (4 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AML_Terror_Monitor_Dashboard.sql
BI_DB_dbo,SP_AffiliateCOAbuse,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,[BI_DB_dbo].[BI_DB_AffiliateCOAbuse],CID,RealizedEquity,"AffWiz_CountryID, AffWiz_CountryName, DB_CountryID, DB_CountryName",,,"FTD_Date, FirstDepositAmount, FirstDepositDate, FirstPosOpenDate",0,,0,,0,,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (4 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_AffiliateCOAbuse.sql
BI_DB_dbo,SP_Affiliate_Guidlines_Report,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,[BI_DB_dbo].[BI_DB_Affiliate_Guidlines_Report],CID,CashoutFeeGroup,TradingAccount_CID,,,VerificationLevelID,0,,0,,1,L19: GROUP BY CID ,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (1 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_Affiliate_Guidlines_Report.sql
BI_DB_dbo,SP_BI_AMLPeriodicReview,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AMLPeriodicReview,RealCID,"DeclaredAmountforIncomeAssets, PlannedInvestmentAmount","KYC_Country, KYC_Country_ID, KYC_Country_Rank","CitizenshipCountry, CitizenshipCountryID, CitizenshipCountry_Rank, LastUpdatedDateTaxCountry, POBCountry, POBCountryID, POBCountry_Rank, TaxCountry",,"FirstDepositDate, PlayerStatus, Regulation, VerificationLevelID",1,L64: dc.IsValidCustomer = 1,1,L65: AND dc.IsDepositor = 1,1,L366: GROUP BY fsc.RealCID,1,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (4 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BI_AMLPeriodicReview.sql
BI_DB_dbo,SP_BI_DB_AMLPeriodicReview_PostReview,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_AMLPeriodicReview_PostReview,RealCID,,"KYC_Country, KYC_Country_ID, KYC_Country_Rank","CitizenshipCountry, CitizenshipCountryID, CitizenshipCountry_Rank, POBCountry, POBCountryID, POBCountry_Rank, TaxCountry, TaxCountryDiscrepancy",,"FirstDepositDate, PlayerStatus, Regulation, VerificationLevelID",0,,1,L99: join DWH_dbo.Dim_PlayerStatus ps on ps.PlayerStatusID=dc.PlayerStatusID,1,"L108: GROUP BY dc.RealCID,",0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (4 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BI_DB_AMLPeriodicReview_PostReview.sql
BI_DB_dbo,SP_BI_DB_ApproperiatenessTest_FTP_CID_Level,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_ApproperiatenessTest_FTP_CID_Level,"GCID, RealCID",,,,,"DaysFromFirstToLast, FirstInteractionDate",0,,0,,1,"L72: GROUP BY ci.GCID,",0,0,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (2 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BI_DB_ApproperiatenessTest_FTP_CID_Level.sql
BI_DB_dbo,SP_BI_DB_BODailyCompensations,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_BODailyCompensations,CID,,,Country,Occurred,Regulation,0,,0,,0,,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (1 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BI_DB_BODailyCompensations.sql
BI_DB_dbo,SP_BI_DB_W8_Users_Status,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.BI_DB_W8_Users_Status,"CID, GCID","Equity, RealizedEquity",KYC_Country,,,"IsDepositor, PlayerStatus, VerificationLevelID, last_Log_IN",1,L76: AND dc.IsValidCustomer =1;,0,,1,L106: GROUP BY a.CID,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (4 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BI_DB_W8_Users_Status.sql
BI_DB_dbo,SP_BO_Generated_Compensations,SP,0,SB_Daily,1,A,Customer-keyed snapshot,high,1,BI_DB_dbo.[BI_DB_BO_Generated_Compensations],CID,Amount,,,,Regulation,0,,0,,0,,0,1,filter-synthetics-from-population OR enrich-dest-with-master_CID,customer-keyed snapshot/panel (1 flag/date cols),C:\Users\guyman\Documents\github\DataPlatform\SynapseSQLPool1\sql_dp_prod_we\BI_DB_dbo\Stored Procedures\BI_DB_dbo.SP_BO_Generated_Compensations.sql
