referring_schema,referring_name,referring_type,referenced_table_bare,sample_match
BI_DB_dbo,SP_BI_DB_ApproperiatenessTest_FTP_CID_Level,SQL_STORED_PROCEDURE,BI_DB_ApproperiatenessTest_FTP_CID_Level,te   TRUNCATE TABLE BI_DB_dbo.BI_DB_ApproperiatenessTest_FTP_CID_Level  INSERT INTO BI_DB_dbo.BI_DB_
BI_DB_dbo,Function_DDR_Aggregation_ThisYear,SQL_INLINE_TABLE_VALUED_FUNCTION,BI_DB_DDR_Customer_Periodic_Status,as Global_FTDA FROM BI_DB_dbo.BI_DB_DDR_Customer_Periodic_Status ps WHERE ps.Date = @edate 			
BI_DB_dbo,Function_DDR_Aggregation_ThisYear,SQL_INLINE_TABLE_VALUED_FUNCTION,BI_DB_DDR_Customer_Daily_Status,Global_FTDA			 FROM BI_DB_dbo.BI_DB_DDR_Customer_Daily_Status ds WHERE ds.Date BETWEEN DATE
BI_DB_dbo,SP_CMR_Automation_Zero_By_Instrument_New,SQL_STORED_PROCEDURE,Client_Balance_Breakdown_Instrument_Level,d Stock Margin FROM BI_DB_dbo.Client_Balance_Breakdown_Instrument_Level cbbil 	JOIN DWH_dbo.Dim_Instr
BI_DB_dbo,SP_KYC_Score_CID_Level,SQL_STORED_PROCEDURE,BI_DB_KYC_Score_CID_Level,AX(a.Reg_Date) FROM BI_DB_dbo.BI_DB_KYC_Score_CID_Level  a);       --## For the first
BI_DB_dbo,SP_KYC_Score_CID_Level,SQL_STORED_PROCEDURE,BI_DB_KYC_Panel,"ys, 		Reg_Date FROM BI_DB_dbo.BI_DB_KYC_Panel WHERE 1=1 --AND Reg_Date > @D"
BI_DB_dbo,SP_CID_WeeklyPanel_FullData,SQL_STORED_PROCEDURE,BI_DB_CID_DailyPanel_FullData,eeByPercent    FROM BI_DB_dbo.BI_DB_CID_DailyPanel_FullData bdcdpfd WITH (NOLOCK) WHERE b
BI_DB_dbo,SP_CID_WeeklyPanel_FullData,SQL_STORED_PROCEDURE,BI_DB_CID_WeeklyPanel_FullData,rYear   DELETE FROM BI_DB_dbo.BI_DB_CID_WeeklyPanel_FullData WHERE FirstDayOfWeek = @First
Dealing_dbo,SP_W_CEPWeeklyAudit,SQL_STORED_PROCEDURE,Dealing_CEPWeeklyAudit_Rules,ules  DELETE FROM Dealing_dbo.Dealing_CEPWeeklyAudit_Rules WHERE FromDate=@weekStart AND
Dealing_dbo,SP_W_CEPWeeklyAudit,SQL_STORED_PROCEDURE,Dealing_CEPWeeklyAudit_CP,erty  DELETE FROM Dealing_dbo.Dealing_CEPWeeklyAudit_CP WHERE FromDate=@weekStart AND
Dealing_dbo,SP_W_CEPWeeklyAudit,SQL_STORED_PROCEDURE,Dealing_CEPWeeklyAudit_Conditions,ions  DELETE FROM Dealing_dbo.Dealing_CEPWeeklyAudit_Conditions WHERE FromDate=@weekStart AND
Dealing_dbo,SP_W_CEPWeeklyAudit,SQL_STORED_PROCEDURE,Dealing_CEPWeeklyAudit_ConditionToCP,o cp  DELETE FROM Dealing_dbo.Dealing_CEPWeeklyAudit_ConditionToCP WHERE FromDate=@weekStart AND
Dealing_dbo,SP_W_CEPWeeklyAudit,SQL_STORED_PROCEDURE,Dealing_CEPWeeklyAudit_CPToRule,rule  DELETE FROM Dealing_dbo.Dealing_CEPWeeklyAudit_CPToRule WHERE FromDate=@weekStart AND
Dealing_dbo,SP_W_CEPWeeklyAudit,SQL_STORED_PROCEDURE,Dealing_CEPWeeklyAudit_NameLists,ists  DELETE FROM Dealing_dbo.Dealing_CEPWeeklyAudit_NameLists WHERE FromDate=@weekStart AND
Dealing_dbo,SP_W_CEPWeeklyAudit,SQL_STORED_PROCEDURE,Dealing_CEPWeeklyAudit_ListCIDMapping,ping  DELETE FROM Dealing_dbo.Dealing_CEPWeeklyAudit_ListCIDMapping WHERE FromDate=@weekStart AND
BI_DB_dbo,SP_Daily_Open_Closed_Position,SQL_STORED_PROCEDURE,BI_DB_Daily_Open_Closed_Position,------- DELETE FROM BI_DB_dbo.BI_DB_Daily_Open_Closed_Position WHERE [Date]=@date  INSERT IN
BI_DB_dbo,Function_Revenue_Dividend,SQL_INLINE_TABLE_VALUED_FUNCTION,BI_DB_Fact_Customer_Action_Position_Distribution,a.AffiliateID  FROM BI_DB_dbo.BI_DB_Fact_Customer_Action_Position_Distribution fca WHERE fca.DateID BETWEEN 
BI_DB_dbo,SP_W_Mon_Compliance_CDIM_Report,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,zationID LEFT JOIN BI_DB_dbo.[BI_DB_CIDFirstDates] fd WITH (NOLOCK) ON dc.RealC
BI_DB_dbo,SP_W_Mon_Compliance_CDIM_Report,SQL_STORED_PROCEDURE,BI_DB_First5Actions,rstActionDate FROM BI_DB_dbo.[BI_DB_First5Actions] fa JOIN #pop pp ON fa.CID = 
BI_DB_dbo,SP_W_Mon_Compliance_CDIM_Report,SQL_STORED_PROCEDURE,BI_DB_Demo_CID_Panel,reLivePlatform FROM BI_DB_dbo.BI_DB_Demo_CID_Panel demo JOIN #pop pp ON demo.CID
BI_DB_dbo,SP_W_Mon_Compliance_CDIM_Report,SQL_STORED_PROCEDURE,BI_DB_Scored_Appropriateness_Negative_Market,ssScore_Status FROM BI_DB_dbo.BI_DB_Scored_Appropriateness_Negative_Market neg2 JOIN #pop pp	ON pp.CID =
BI_DB_dbo,SP_W_Mon_Compliance_CDIM_Report,SQL_STORED_PROCEDURE,BI_DB_KYC_Panel,M #pop pp LEFT JOIN BI_DB_dbo.BI_DB_KYC_Panel bdkp ON pp.CID = bdkp.RealCID
BI_DB_dbo,SP_W_Mon_Compliance_CDIM_Report,SQL_STORED_PROCEDURE,BI_DB_KYC_Knowledge_Assessment,sessment_Score FROM BI_DB_dbo.BI_DB_KYC_Knowledge_Assessment bdkka JOIN DWH_dbo.Dim_Custom
BI_DB_dbo,SP_W_Mon_Compliance_CDIM_Report,SQL_STORED_PROCEDURE,BI_DB_W_Mon_Compliance_CDIM_Report,***/ TRUNCATE TABLE BI_DB_dbo.BI_DB_W_Mon_Compliance_CDIM_Report   INSERT INTO BI_DB_dbo.BI_DB
BI_DB_dbo,SP_Money_Out_New_Management_Dashboard,SQL_STORED_PROCEDURE,BI_DB_Money_Out_New_Management_Dashboard, and Insert DELETE  BI_DB_dbo.BI_DB_Money_Out_New_Management_Dashboard FROM BI_DB_dbo.BI_DB_Money_Ou
BI_DB_dbo,SP_CIDFunnelFlow,SQL_STORED_PROCEDURE,BI_DB_CIDFunnelFlow,    TRUNCATE TABLE  BI_DB_dbo.BI_DB_CIDFunnelFlow   insert into BI_DB_dbo.BI_DB
BI_DB_dbo,SP_CIDFunnelFlow,SQL_STORED_PROCEDURE,BI_DB_UsageTracking_SF, = DR2.ID LEFT JOIN BI_DB_dbo.BI_DB_UsageTracking_SF sf WITH(NOLOCK) ON sf.CID = D
BI_DB_dbo,SP_RevenueForum,SQL_STORED_PROCEDURE,BI_DB_DDR_Customer_Daily_Status,"D 	  ,IsFunded FROM BI_DB_dbo.BI_DB_DDR_Customer_Daily_Status bddcds WHERE bddcds.Date = @E"
BI_DB_dbo,SP_RevenueForum,SQL_STORED_PROCEDURE,BI_DB_DDR_Fact_Revenue_Generating_Actions,talRevenue  FROM [BI_DB_dbo].[BI_DB_DDR_Fact_Revenue_Generating_Actions] ddr WHERE ddr.DateID >= @sta
BI_DB_dbo,SP_RevenueForum,SQL_STORED_PROCEDURE,BI_DB_DDR_Fact_MIMO_AllPlatforms,) Amount   from  [BI_DB_dbo].[BI_DB_DDR_Fact_MIMO_AllPlatforms] bddfmap    WHERE  bddfmap.Da
BI_DB_dbo,SP_RevenueForum,SQL_STORED_PROCEDURE,BI_DB_DDR_Fact_AUM,ityGlobal) AUA FROM BI_DB_dbo.BI_DB_DDR_Fact_AUM bddfa WHERE bddfa.Date= @date
BI_DB_dbo,SP_RevenueForum,SQL_STORED_PROCEDURE,BI_DB_RevenueForum,ion     DELETE FROM BI_DB_dbo.BI_DB_RevenueForum WHERE FirstDayOfMonth = @Begi
BI_DB_dbo,SP_OperationsMonthlyAffiliateKPIsFullData,SQL_STORED_PROCEDURE,BI_DB_Operations_Monthly_KPIs_Affiliates,	 Truncate Table [BI_DB_dbo].[BI_DB_Operations_Monthly_KPIs_Affiliates]  insert into [BI_DB_dbo].[BI
Dealing_dbo,SP_SuspiciousActivityTrading_24H,SQL_STORED_PROCEDURE,Dealing_SuspiciousActivityTrading_24H, into DELETE FROM Dealing_dbo.Dealing_SuspiciousActivityTrading_24H   WHERE Date= @Date    INSERT
BI_DB_dbo,SP_W_Mon_Staking_Email_for_Marcin,SQL_STORED_PROCEDURE,BI_DB_Staking_Email_For_Marcin,     TRUNCATE TABLE BI_DB_dbo.BI_DB_Staking_Email_For_Marcin  INSERT INTO BI_DB_dbo.BI_DB_
BI_DB_dbo,SP_AML_German_Video_Ident,SQL_STORED_PROCEDURE,AML_German_Video_Ident,***/ TRUNCATE TABLE BI_DB_dbo.AML_German_Video_Ident  INSERT INTO BI_DB_dbo.AML_Ge
Dealing_dbo,SP_Apex_Recon,SQL_STORED_PROCEDURE,Dealing_Duco_EODRecon,entID  						FROM Dealing_dbo.Dealing_Duco_EODRecon dde  						WHERE dde.Date = @
Dealing_dbo,SP_Apex_Recon,SQL_STORED_PROCEDURE,Dealing_Duco_ActivityRecon,entID  						FROM Dealing_dbo.Dealing_Duco_ActivityRecon dde  						WHERE dde.Date = @
Dealing_dbo,SP_Apex_Recon,SQL_STORED_PROCEDURE,Dealing_ApexRecon_Holdings,mPreviousDay FROM Dealing_dbo.Dealing_ApexRecon_Holdings h LEFT JOIN #Fivetran f ON h.
Dealing_dbo,SP_Apex_Recon,SQL_STORED_PROCEDURE,Dealing_ApexRecon_TradeActivity,====  DELETE FROM Dealing_dbo.Dealing_ApexRecon_TradeActivity WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_Apex_Recon,SQL_STORED_PROCEDURE,Dealing_ApexRecon_Hedging,04'   DELETE FROM Dealing_dbo.Dealing_ApexRecon_Hedging WHERE Date = @Date  INSERT IN
BI_DB_dbo,SP_W_Wed_BI_DB_FSRA_Weekly_Report,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,izationID LEFT JOIN BI_DB_dbo.BI_DB_CIDFirstDates bdcd ON fsc.GCID = bdcd.GCID 
BI_DB_dbo,SP_W_Wed_BI_DB_FSRA_Weekly_Report,SQL_STORED_PROCEDURE,BI_DB_FSRA_Weekly_Report,---  TRUNCATE TABLE BI_DB_dbo.BI_DB_FSRA_Weekly_Report  INSERT INTO BI_DB_dbo.BI_DB_
BI_DB_dbo,SP_RejectedDocuments,SQL_STORED_PROCEDURE,BI_DB_RejectedDocuments,ate  select * from BI_DB_dbo.[BI_DB_RejectedDocuments]  DELETE FROM  BI_DB_dbo.[BI_
Dealing_dbo,SP_Vision_Recon,SQL_STORED_PROCEDURE,Dealing_Duco_EODRecon,AS eToroRate FROM Dealing_dbo.Dealing_Duco_EODRecon dde JOIN #Fivetran f ON dde.H
Dealing_dbo,SP_Vision_Recon,SQL_STORED_PROCEDURE,Dealing_Duco_ActivityRecon,ntAmountUSD  FROM Dealing_dbo.Dealing_Duco_ActivityRecon ddar JOIN #Fivetran f ON ddar
Dealing_dbo,SP_Vision_Recon,SQL_STORED_PROCEDURE,Dealing_VisionRecon_EODHoldings,ble   DELETE FROM Dealing_dbo.Dealing_VisionRecon_EODHoldings WHERE Date=@Date  INSERT INTO
Dealing_dbo,SP_Vision_Recon,SQL_STORED_PROCEDURE,Dealing_VisionRecon_Trades,ed    DELETE FROM Dealing_dbo.Dealing_VisionRecon_Trades WHERE Date=@Date  INSERT INTO
BI_DB_dbo,SP_ChargebackReport,SQL_STORED_PROCEDURE,BI_DB_ChargebackReport,	--select * FROM [BI_DB_dbo].[BI_DB_ChargebackReport] DELETE FROM  [BI_DB_dbo].[BI
BI_DB_dbo,SP_Bing_PBI,SQL_STORED_PROCEDURE,BI_DB_Bing_PBI_Group_Dict,  TRUNCATE TABLE [BI_DB_dbo].[BI_DB_Bing_PBI_Group_Dict]  INSERT INTO [BI_DB_dbo].[BI
BI_DB_dbo,SP_Bing_PBI,SQL_STORED_PROCEDURE,BI_DB_Bing_PBI_Campaign_Dict,  TRUNCATE TABLE [BI_DB_dbo].[BI_DB_Bing_PBI_Campaign_Dict]  INSERT INTO [BI_DB_dbo].[BI
BI_DB_dbo,SP_M_Snapshot_CID_LifeStageDefinition,SQL_STORED_PROCEDURE,BI_DB_Snapshot_CID_LifeStageDefinition,112)   DELETE FROM  BI_DB_dbo.BI_DB_Snapshot_CID_LifeStageDefinition WHERE DateID = @endofmonthINT
BI_DB_dbo,SP_M_Snapshot_CID_LifeStageDefinition,SQL_STORED_PROCEDURE,BI_DB_CID_LifeStageDefinition,	INTO #temp1  	from BI_DB_dbo.BI_DB_CID_LifeStageDefinition clsd WITH (NOLOCK) 	WHERE @en
BI_DB_dbo,SP_M_Snapshot_CID_LifeStageDefinition,SQL_STORED_PROCEDURE,BI_DB_CID_DailyCluster,	INTO #class 	FROM  BI_DB_dbo.BI_DB_CID_DailyCluster bdcs WITH (NOLOCK) 	WHERE @en
BI_DB_dbo,SP_Instruments_BidAndAsk,SQL_STORED_PROCEDURE,BI_DB_Instruments_BidAndAsk,    TRUNCATE TABLE  BI_DB_dbo.BI_DB_Instruments_BidAndAsk INSERT INTO BI_DB_dbo.BI_DB_I
BI_DB_dbo,V_AUM_Dashboard,VIEW,BI_DB_DailyPanel_Copy,) Date       FROM [BI_DB_dbo].BI_DB_DailyPanel_Copy bddpc       ) a JOIN [BI_DB_d
Dealing_dbo,SP_Clicks_OpenClose_Breakdown,SQL_STORED_PROCEDURE,BI_DB_Positions_Opened_From_IBAN,nct PositionID from BI_DB_dbo.BI_DB_Positions_Opened_From_IBAN) oi ON p.PositionID = oi.Posi
Dealing_dbo,SP_Clicks_OpenClose_Breakdown,SQL_STORED_PROCEDURE,BI_DB_Positions_Closed_To_IBAN,nct PositionID from BI_DB_dbo.BI_DB_Positions_Closed_To_IBAN) ci ON p.PositionID = ci.Posi
Dealing_dbo,SP_Clicks_OpenClose_Breakdown,SQL_STORED_PROCEDURE,Dealing_Clicks_OpenClose_Breakdown,h  DELETE FROM [Dealing_dbo].[Dealing_Clicks_OpenClose_Breakdown] WHERE Date=@Date  INSERT INT
BI_DB_dbo,SP_EY_Audit_Auditor_Unrealized_Calculations,SQL_STORED_PROCEDURE,Client_Balance_Breakdown_Instrument_Level,zedPnLChangeCB FROM BI_DB_dbo.Client_Balance_Breakdown_Instrument_Level cbbil WHERE cbbil.DateID = 20
Dealing_dbo,SP_IntraHourIndexReport,SQL_STORED_PROCEDURE,Dealing_IndiciesIntraHour_Clients,   DELETE FROM [Dealing_dbo].[Dealing_IndiciesIntraHour_Clients] WHERE Date=@Date    INSERT I
Dealing_dbo,SP_IntraHourIndexReport,SQL_STORED_PROCEDURE,Dealing_IndiciesIntraHour_Etoro,   DELETE FROM [Dealing_dbo].[Dealing_IndiciesIntraHour_Etoro] WHERE Date=@Date    INSERT I
BI_DB_dbo,SP_EY_Audit_Opened_Positions,SQL_STORED_PROCEDURE,BI_DB_DailyCommisionReport_Instrument_Agg,missionChange) FROM BI_DB_dbo.BI_DB_DailyCommisionReport_Instrument_Agg bddcria WHERE DateID BETWEEN 
BI_DB_dbo,SP_Tax_Compensation_for_1099,SQL_STORED_PROCEDURE,BI_DB_BO_Generated_Compensations,"ber 	  ,dc.Zip FROM BI_DB_dbo.BI_DB_BO_Generated_Compensations bdbgc JOIN DWH_dbo.Dim_Custom"
BI_DB_dbo,SP_Tax_Compensation_for_1099,SQL_STORED_PROCEDURE,BI_DB_USA_FinanceReport_forTax,"CID 	  ,cc.SSN FROM BI_DB_dbo.BI_DB_USA_FinanceReport_forTax cc JOIN #pop_comp pp ON cc.Re"
BI_DB_dbo,SP_Tax_Compensation_for_1099,SQL_STORED_PROCEDURE,BI_DB_Tax_Compensation_for_1099,***/ TRUNCATE TABLE BI_DB_dbo.BI_DB_Tax_Compensation_for_1099     INSERT INTO BI_DB_dbo.BI_
BI_DB_dbo,SP_CID_DailyPanel_FullData,SQL_STORED_PROCEDURE,BI_DB_First5Actions, Ariel    remove from  BI_DB..BI_DB_First5Actions   10-02-2021           Eti   
BI_DB_dbo,SP_CID_DailyPanel_FullData,SQL_STORED_PROCEDURE,BI_DB_CID_DailyCluster,B_ActivitySegment_Snapshot to BI_DB_CID_DailyCluster   07-04-2021			 Maor				cut l
BI_DB_dbo,SP_CID_DailyPanel_FullData,SQL_STORED_PROCEDURE,BI_DB_NewBonusReport,            FROM [BI_DB_dbo].[BI_DB_NewBonusReport]         WHERE [DateID] >=@st
BI_DB_dbo,SP_CID_DailyPanel_FullData,SQL_STORED_PROCEDURE,BI_DB_ClubChangeLogProduct,n       --FROM [BI_DB].[dbo].[BI_DB_ClubChangeLogProduct] ccl WITH (NOLOCK)       --IN
BI_DB_dbo,SP_CID_DailyPanel_FullData,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,K)       INNER JOIN BI_DB_dbo.BI_DB_CIDFirstDates fd WITH(NOLOCK)        ON fd.
BI_DB_dbo,SP_CID_DailyPanel_FullData,SQL_STORED_PROCEDURE,BI_DB_DailyCommisionReport, Revenue_Other FROM BI_DB_dbo.BI_DB_DailyCommisionReport bddcr WHERE bddcr.DateID = @s
BI_DB_dbo,SP_CID_DailyPanel_FullData,SQL_STORED_PROCEDURE,BI_DB_CID_DailyPanel_FullData,",ACC_ChurnDays FROM BI_DB_dbo.BI_DB_CID_DailyPanel_FullData WHERE DateID = @EndPreviousDI"
BI_DB_dbo,SP_CID_DailyPanel_FullData,SQL_STORED_PROCEDURE,BI_DB_CID_LifeStageDefinition,s EOD_LSD  FROM  [BI_DB_dbo].[BI_DB_CID_LifeStageDefinition] as lf WHERE @startDateINT >=
BI_DB_dbo,SP_Positions_Opened_From_IBAN,SQL_STORED_PROCEDURE,BI_DB_Positions_Opened_From_IBAN,fbw  TRUNCATE TABLE BI_DB_dbo.BI_DB_Positions_Opened_From_IBAN  INSERT INTO BI_DB_dbo.BI_DB_
Dealing_dbo,SP_Employee_Zero_StocksETFs,SQL_STORED_PROCEDURE,Dealing_Employee_Zero_StocksETFs,--  DELETE FROM [Dealing_dbo].Dealing_Employee_Zero_StocksETFs WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_CommissionsAndFails_PerCID,SQL_STORED_PROCEDURE,Dealing_CIDs_CommissionsAndFails,y PIs DELETE FROM Dealing_dbo.Dealing_CIDs_CommissionsAndFails WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_CommissionsAndFails_PerCID,SQL_STORED_PROCEDURE,Dealing_FailReasons,ata   DELETE FROM Dealing_dbo.Dealing_FailReasons WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_CommissionsAndFails_PerCID,SQL_STORED_PROCEDURE,Dealing_PlayerLevel_Data,ata   DELETE FROM Dealing_dbo.Dealing_PlayerLevel_Data WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_CommissionsAndFails_PerCID,SQL_STORED_PROCEDURE,Dealing_PlayerLevel_Fails,ata   DELETE FROM Dealing_dbo.Dealing_PlayerLevel_Fails WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_CommissionsAndFails_PerCID,SQL_STORED_PROCEDURE,Dealing_FailReasons_Top20,ils   DELETE FROM Dealing_dbo.Dealing_FailReasons_Top20 WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_CommissionsAndFails_PerCID,SQL_STORED_PROCEDURE,Dealing_CIDs_CommissionsAndFails_PIs,y PIs DELETE FROM Dealing_dbo.Dealing_CIDs_CommissionsAndFails_PIs WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_CommissionsAndFails_PerCID,SQL_STORED_PROCEDURE,Dealing_FailReasons_PIs,PIs   DELETE FROM Dealing_dbo.Dealing_FailReasons_PIs WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_CommissionsAndFails_PerCID,SQL_STORED_PROCEDURE,Dealing_PlayerLevel_Data_PIs,Is    DELETE FROM Dealing_dbo.Dealing_PlayerLevel_Data_PIs WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_CommissionsAndFails_PerCID,SQL_STORED_PROCEDURE,Dealing_PlayerLevel_Fails_PIs,PIs   DELETE FROM Dealing_dbo.Dealing_PlayerLevel_Fails_PIs WHERE Date = @Date  INSERT IN
Dealing_dbo,SP_CommissionsAndFails_PerCID,SQL_STORED_PROCEDURE,Dealing_FailReasons_Top20_PIs,PIs   DELETE FROM Dealing_dbo.Dealing_FailReasons_Top20_PIs WHERE Date = @Date  INSERT IN
Dealing_dbo,V_Dealing_CEPDailyAudit_CP_Last180Days,VIEW,Dealing_CEPDailyAudit_CP, AS SELECT * FROM Dealing_dbo.Dealing_CEPDailyAudit_CP WHERE Date >= getdate()-180;
BI_DB_dbo,SP_CMR_Automation_FSRA_ClientInterestReport,SQL_STORED_PROCEDURE,BI_DB_InterestDaily,ly Interest]   FROM BI_DB_dbo.BI_DB_InterestDaily d with (nolock)   JOIN DWH_db
BI_DB_dbo,SP_CID_DailyPanel_UpdateCluster,SQL_STORED_PROCEDURE,BI_DB_InvestorsKPI,"ore update statements for dbo.BI_DB_InvestorsKPI,dbo.BI_DB_CID_DailyPanel_Club"
BI_DB_dbo,SP_CID_DailyPanel_UpdateCluster,SQL_STORED_PROCEDURE,BI_DB_CID_DailyPanel_Club,"or dbo.BI_DB_InvestorsKPI,dbo.BI_DB_CID_DailyPanel_Club 2023-07-02			Tom Boksenbojm		"
BI_DB_dbo,SP_CID_DailyPanel_UpdateCluster,SQL_STORED_PROCEDURE,BI_DB_CID_DailyCluster,egmentDetail   FROM BI_DB_dbo.BI_DB_CID_DailyCluster s  WITH(NOLOCK)     WHERE @da
BI_DB_dbo,SP_CID_DailyPanel_UpdateCluster,SQL_STORED_PROCEDURE,BI_DB_CID_DailyPanel_FullData,on = f.Segment FROM BI_DB_dbo.BI_DB_CID_DailyPanel_FullData a WITH(NOLOCK)    JOIN #segme
BI_DB_dbo,Function_Revenue_StakingFee,SQL_INLINE_TABLE_VALUED_FUNCTION,Dealing_Staking_Results,akingMonthID FROM Dealing_dbo.Dealing_Staking_Results dsr WHERE LEN(dsr.StakingMont
BI_DB_dbo,BI_DB_V_DDR_MIMO,VIEW,BI_DB_DDR_Fact_MIMO_AllPlatforms,09 CashedOutTP FROM BI_DB_dbo.BI_DB_DDR_Fact_MIMO_AllPlatforms map  -- select  * from BI_DB_
BI_DB_dbo,BI_DB_V_DDR_MIMO,VIEW,BI_DB_DDR_Fact_Non_Revenue_Generating_Actions,outAdjustment  FROM BI_DB_dbo.BI_DB_DDR_Fact_Non_Revenue_Generating_Actions map GROUP BY  	   map.DateID	
BI_DB_dbo,SP_Compliance_VP_Monthly_MI,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,uageID LEFT JOIN [BI_DB_dbo].[BI_DB_CIDFirstDates] fd  	ON fd.CID = dc.RealCID 
BI_DB_dbo,SP_Compliance_VP_Monthly_MI,SQL_STORED_PROCEDURE,BI_DB_Compliance_VP_Monthly_MI,***/ TRUNCATE TABLE BI_DB_dbo.BI_DB_Compliance_VP_Monthly_MI  INSERT INTO BI_DB_dbo.BI_DB_
BI_DB_dbo,SP_NewBonusReport,SQL_STORED_PROCEDURE,BI_DB_NewBonusReport,***/   DELETE FROM  BI_DB_dbo.BI_DB_NewBonusReport     WHERE DateID=@dateID     
BI_DB_dbo,SP_NewBonusReport,SQL_STORED_PROCEDURE,BI_DB_UsageTracking_SF,e_SF DESC) rn 	FROM BI_DB_dbo.BI_DB_UsageTracking_SF sf WITH (NOLOCK) 	INNER JOIN 
BI_DB_dbo,SP_NewBonusReport,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,final f 	INNER JOIN BI_DB_dbo.BI_DB_CIDFirstDates fd WITH (NOLOCK) 		ON fd.CID 
BI_DB_dbo,SP_Stocks_Opportunities,SQL_STORED_PROCEDURE,BI_DB_Daily_TradeData,irstActions FROM [BI_DB_dbo].[BI_DB_Daily_TradeData] bddtd JOIN [DWH_dbo].[Dim_In
BI_DB_dbo,SP_Stocks_Opportunities,SQL_STORED_PROCEDURE,BI_DB_First5Actions,DateID LEFT JOIN [BI_DB_dbo].[BI_DB_First5Actions] fa ON bddtd.Date = CAST(fa.F
BI_DB_dbo,SP_Stocks_Opportunities,SQL_STORED_PROCEDURE,BI_DB_Stocks_Opportunities,**/  DELETE FROM [BI_DB_dbo].[BI_DB_Stocks_Opportunities] WHERE Date = @dd OR Date < D
BI_DB_dbo,SP_M_AML_Report,SQL_STORED_PROCEDURE,BI_DB_AML_SubEntity_Categorization,c.RealCID LEFT JOIN BI_DB_dbo.BI_DB_AML_SubEntity_Categorization bdasec ON fsc.RealCID = bdase
BI_DB_dbo,SP_M_AML_Report,SQL_STORED_PROCEDURE,BI_DB_M_AML_Report,******/ DELETE FROM BI_DB_dbo.BI_DB_M_AML_Report WHERE EOM = @EndOfMonth  INSE
BI_DB_dbo,SP_M_AML_Report,SQL_STORED_PROCEDURE,BI_DB_M_AML_Report_AGG,******/ DELETE FROM BI_DB_dbo.BI_DB_M_AML_Report_AGG WHERE EOM = @EndOfMonth  INSE
BI_DB_dbo,SP_SuspiciousActivityTrading_Investing,SQL_STORED_PROCEDURE,BI_DB_SuspiciousActivityTrading_Investing,SELECT RootCID FROM BI_DB_dbo.BI_DB_SuspiciousActivityTrading_Investing WHERE CAST(UpdateDate AS DATE
BI_DB_dbo,SP_RAF_InviteeAbuser,SQL_STORED_PROCEDURE,BI_DB_CIDFirstDates,PosOpenDate FROM [BI_DB_dbo].[BI_DB_CIDFirstDates] a with (NOLOCK) WHERE Serial
BI_DB_dbo,SP_RAF_InviteeAbuser,SQL_STORED_PROCEDURE,BI_DB_CID_DailyPanel_FullData,FROM #pop p JOIN [BI_DB_dbo].[BI_DB_CID_DailyPanel_FullData] b ON b.CID=p.Invitee  AND b.
BI_DB_dbo,SP_RAF_InviteeAbuser,SQL_STORED_PROCEDURE,BI_DB_RAF_Invitees_KPIs,e    DELETE FROM [BI_DB_dbo].[BI_DB_RAF_Invitees_KPIs] WHERE registered >= @Last2mo
BI_DB_dbo,SP_IFR_KFactors_Automation_EOMExposure,SQL_STORED_PROCEDURE,BI_DB_EOMExposures,ered Exposure] FROM BI_DB_dbo.BI_DB_EOMExposures bde LEFT JOIN BI_DB_dbo.BI_DB
BI_DB_dbo,SP_CorporatesSummaryReport,SQL_STORED_PROCEDURE,BI_DB_AllDeposits,EndDateID LEFT JOIN BI_DB_dbo.BI_DB_AllDeposits bdad ON bdad.CID=c.RealCID AN
BI_DB_dbo,SP_CorporatesSummaryReport,SQL_STORED_PROCEDURE,BI_DB_Corporates_SummaryReport,  TRUNCATE TABLE [BI_DB_dbo].[BI_DB_Corporates_SummaryReport]  INSERT INTO [BI_DB_dbo].[BI
BI_DB_dbo,SP_CMR_Automation_Zero_By_Instrument,SQL_STORED_PROCEDURE,Client_Balance_Breakdown_Instrument_Level,talZero							 FROM BI_DB_dbo.Client_Balance_Breakdown_Instrument_Level cbbil WHERE cbbil.DateID BETW
BI_DB_dbo,V_BI_DB_W_Vulnerability,VIEW,BI_DB_W_Wed_Compliance_Vulnerability_ALL,y] AS select * from BI_DB_dbo.BI_DB_W_Wed_Compliance_Vulnerability_ALL;
BI_DB_dbo,SP_CID_LifeStageDefinition,SQL_STORED_PROCEDURE,BI_DB_CID_LifeStageDefinition,EGIN  DELETE FROM [BI_DB_dbo].BI_DB_CID_LifeStageDefinition    WHERE DateID=@date_INT    
