hub_id,file,source_field,trigger_raw,trigger_normalized
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,triggers,transfer coin,transfer coin
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,triggers,swap crypto,swap crypto
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,triggers,crypto swap,crypto swap
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,triggers,gas fee,gas fee
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,triggers,ETH gas fee,eth gas fee
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,triggers,EXW_EthFeeSent_Blockchain,exw_ethfeesent_blockchain
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,triggers,wallet AUM,wallet aum
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,triggers,crypto AUM,crypto aum
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,triggers,on-chain AUM,on-chain aum
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_financereportsbalancesnew,main bi_db gold_sql_dp_prod_we_exw_dbo_exw_financereportsbalancesnew
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_facttransactions,main bi_db gold_sql_dp_prod_we_exw_dbo_exw_facttransactions
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e,main bi_db gold_sql_dp_prod_we_exw_dbo_exw_c2f_e2e
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e,main bi_db gold_sql_dp_prod_we_exw_dbo_exw_c2p_e2e
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.gold_sql_dp_prod_we_exw_dbo_exw_v_redeemreconciliation,main wallet gold_sql_dp_prod_we_exw_dbo_exw_v_redeemreconciliation
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_dimuser,main bi_db gold_sql_dp_prod_we_exw_dbo_exw_dimuser
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.bi_db.gold_sql_dp_prod_we_exw_dbo_exw_walletinventory,main bi_db gold_sql_dp_prod_we_exw_dbo_exw_walletinventory
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_customerwalletsview,main wallet bronze_walletdb_wallet_customerwalletsview
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_senttransactions,main wallet bronze_walletdb_wallet_senttransactions
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_senttransactionoutputs,main wallet bronze_walletdb_wallet_senttransactionoutputs
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_senttransactionstatuses,main wallet bronze_walletdb_wallet_senttransactionstatuses
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_receivedtransactions,main wallet bronze_walletdb_wallet_receivedtransactions
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_receivedtransactionstatuses,main wallet bronze_walletdb_wallet_receivedtransactionstatuses
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_conversions,main wallet bronze_walletdb_wallet_conversions
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_conversiontransactions,main wallet bronze_walletdb_wallet_conversiontransactions
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_redemptions,main wallet bronze_walletdb_wallet_redemptions
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_requests,main wallet bronze_walletdb_wallet_requests
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_amlvalidations,main wallet bronze_walletdb_wallet_amlvalidations
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_walletpool,main wallet bronze_walletdb_wallet_walletpool
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.wallet.bronze_walletdb_wallet_cryptotypes,main wallet bronze_walletdb_wallet_cryptotypes
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.bi_db.gold_sql_dp_prod_we_exw_wallet_exw_pricedaily,main bi_db gold_sql_dp_prod_we_exw_wallet_exw_pricedaily
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.bi_db.bronze_walletdb_wallet_transactiontravelruleinformation,main bi_db bronze_walletdb_wallet_transactiontravelruleinformation
domain-exw-wallet,knowledge/skills/domain-exw-wallet/SKILL.md,required_tables,main.bi_db.bronze_walletdb_wallet_transactiontravelrulestatuses,main bi_db bronze_walletdb_wallet_transactiontravelrulestatuses
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,dim_affiliate_masked,dim_affiliate_masked
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,dim_affiliate,dim_affiliate
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,AffiliateID,affiliateid
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,AffiliatesGroupsName,affiliatesgroupsname
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,AffiliatesGroupsID,affiliatesgroupsid
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,MasterAffiliateID,masteraffiliateid
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,SubChannelID,subchannelid
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,SubChannel,subchannel
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,Channel,channel
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,newmarketingregion,newmarketingregion
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,marketingregion,marketingregion
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,fiktivo,fiktivo
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_affiliateclicks_clicksimpressionsaggregation,bronze_fiktivo_affiliateclicks_clicksimpressionsaggregation
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,ClicksCount,clickscount
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,ImpressionsCount,impressionscount
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,BannerID,bannerid
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_affiliatecommission_registrationvw,bronze_fiktivo_affiliatecommission_registrationvw
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_affiliatecommission_registrationcommissionvw,bronze_fiktivo_affiliatecommission_registrationcommissionvw
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_affiliatecommission_closedpositionvw,bronze_fiktivo_affiliatecommission_closedpositionvw
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_affiliatecommission_closedpositioncommissionvw,bronze_fiktivo_affiliatecommission_closedpositioncommissionvw
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_affiliatecommission_creditvw,bronze_fiktivo_affiliatecommission_creditvw
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_affiliatecommission_creditcommissionvw,bronze_fiktivo_affiliatecommission_creditcommissionvw
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_dbo_tblaff_affiliates_masked,bronze_fiktivo_dbo_tblaff_affiliates_masked
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_dbo_tblaff_affiliatesgroups_masked,bronze_fiktivo_dbo_tblaff_affiliatesgroups_masked
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_dbo_tblaff_country,bronze_fiktivo_dbo_tblaff_country
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_dbo_tblaff_leads,bronze_fiktivo_dbo_tblaff_leads
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_dbo_tblaff_banners,bronze_fiktivo_dbo_tblaff_banners
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_dbo_tblaff_paymenthistory,bronze_fiktivo_dbo_tblaff_paymenthistory
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_dbo_tblaff_marketingexpense,bronze_fiktivo_dbo_tblaff_marketingexpense
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fiktivo_dbo_channels,bronze_fiktivo_dbo_channels
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bi_output_marketing_affiliate_payments_report_closed_position,bi_output_marketing_affiliate_payments_report_closed_position
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,affiliate_payments_report,affiliate_payments_report
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,Tier,tier
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,v_marketing_campaigns_social,v_marketing_campaigns_social
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,v_marketing_campaigns_google,v_marketing_campaigns_google
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,Google UAC,google uac
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,Google Brand,google brand
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,Google Search,google search
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,pMAX,pmax
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,YouTube,youtube
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,YT,yt
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,Taboola,taboola
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,FTD_S2S,ftd_s2s
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,FTD_Android_Firebase,ftd_android_firebase
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,FTD_IOS_Firebase,ftd_ios_firebase
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,FTD_Web_Pilot,ftd_web_pilot
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,Registration_Android_Firebase,registration_android_firebase
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,Registration_IOS_Firebase,registration_ios_firebase
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,Registration_Web,registration_web
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,AppsFlyer_Registrations,appsflyer_registrations
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,FTDs_Channel,ftds_channel
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,Registrations_Channel,registrations_channel
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_adwords_campaign_perf_v_perf_campaign_performance_report,bronze_fivetran_adwords_campaign_perf_v_perf_campaign_performance_report
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_adwords_new_api_v_campaign_performance_report,bronze_fivetran_adwords_new_api_v_campaign_performance_report
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_bingads_campaign_history,bronze_fivetran_bingads_campaign_history
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_twitter_ads_campaign_history,bronze_fivetran_twitter_ads_campaign_history
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_twitter_ads_campaign_locations_report,bronze_fivetran_twitter_ads_campaign_locations_report
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_double_click_campaign_manager_dv_360_daily,bronze_fivetran_double_click_campaign_manager_dv_360_daily
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_double_click_campaign_manager_dv_360_daily_conversions,bronze_fivetran_double_click_campaign_manager_dv_360_daily_conversions
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_double_click_campaign_manager_v_media_campaign,bronze_fivetran_double_click_campaign_manager_v_media_campaign
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_google_new_agg_v_google_campaign_perf,bronze_fivetran_google_new_agg_v_google_campaign_perf
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_google_new_agg_v_google_campaign_conv,bronze_fivetran_google_new_agg_v_google_campaign_conv
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_rivery_google_ad_google_campaign_perf,bronze_rivery_google_ad_google_campaign_perf
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_rivery_google_ad_google_campaign_conv,bronze_rivery_google_ad_google_campaign_conv
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_apple_search_ads_campaign_history,bronze_fivetran_apple_search_ads_campaign_history
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_apple_search_ads_campaign_report,bronze_fivetran_apple_search_ads_campaign_report
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_tiktok_ads_campaign_history,bronze_fivetran_tiktok_ads_campaign_history
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_tiktok_ads_campaign_report_daily,bronze_fivetran_tiktok_ads_campaign_report_daily
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_snapchat_ads_campaign_daily_report,bronze_fivetran_snapchat_ads_campaign_daily_report
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_snapchat_ads_campaign_history,bronze_fivetran_snapchat_ads_campaign_history
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bi_output_marketing_liveacquisitiondashboard,bi_output_marketing_liveacquisitiondashboard
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,liveacquisitiondashboard,liveacquisitiondashboard
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,FunnelName,funnelname
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,FunnelFromName,funnelfromname
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,RegToFTDBuckets,regtoftdbuckets
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,RegToFTD,regtoftd
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,Fast24H,fast24h
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,vg_acquisitionfunnel,vg_acquisitionfunnel
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,vg_acquisitionfunnel_em1,vg_acquisitionfunnel_em1
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,vg_marketingacquisitionfunnel,vg_marketingacquisitionfunnel
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bi_output_marketing_acquisition_anomaly,bi_output_marketing_acquisition_anomaly
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bi_output_marketing_acquisition_liveacquisition,bi_output_marketing_acquisition_liveacquisition
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,silver_sharepoint_marketing_region_mapping,silver_sharepoint_marketing_region_mapping
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,silver_sharepoint_marketing_subchannel_level_data,silver_sharepoint_marketing_subchannel_level_data
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,bronze_fivetran_google_sheets_marketing_subchannel_level_data,bronze_fivetran_google_sheets_marketing_subchannel_level_data
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,silver_sharepoint_multiregulationaffiliatecompliance,silver_sharepoint_multiregulationaffiliatecompliance
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,silver_sharepoint_sedric_affiliates_sedric_regulationdomain,silver_sharepoint_sedric_affiliates_sedric_regulationdomain
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,triggers,sedric_additionalaffiliatesurl,sedric_additionalaffiliatesurl
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked,main dwh gold_sql_dp_prod_we_dwh_dbo_dim_affiliate_masked
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.bi_db.bronze_fiktivo_dbo_tblaff_affiliates_masked,main bi_db bronze_fiktivo_dbo_tblaff_affiliates_masked
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.bi_db.bronze_fiktivo_dbo_tblaff_affiliatesgroups_masked,main bi_db bronze_fiktivo_dbo_tblaff_affiliatesgroups_masked
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.bi_db.bronze_fiktivo_dbo_channels,main bi_db bronze_fiktivo_dbo_channels
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.bi_db.bronze_fiktivo_dbo_tblaff_country,main bi_db bronze_fiktivo_dbo_tblaff_country
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.general.bronze_fiktivo_affiliateclicks_clicksimpressionsaggregation,main general bronze_fiktivo_affiliateclicks_clicksimpressionsaggregation
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.bi_db.bronze_fiktivo_affiliatecommission_registrationvw,main bi_db bronze_fiktivo_affiliatecommission_registrationvw
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.bi_db.bronze_fiktivo_affiliatecommission_closedpositionvw,main bi_db bronze_fiktivo_affiliatecommission_closedpositionvw
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.bi_db.bronze_fiktivo_affiliatecommission_creditvw,main bi_db bronze_fiktivo_affiliatecommission_creditvw
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.bi_output.bi_output_marketing_affiliate_payments_report_closed_position,main bi_output bi_output_marketing_affiliate_payments_report_closed_position
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.etoro_kpi_stg.v_marketing_campaigns_social,main etoro_kpi_stg v_marketing_campaigns_social
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.etoro_kpi_stg.v_marketing_campaigns_google,main etoro_kpi_stg v_marketing_campaigns_google
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.bi_output.bi_output_marketing_liveacquisitiondashboard,main bi_output bi_output_marketing_liveacquisitiondashboard
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.bi_db.bronze_fivetran_adwords_campaign_perf_v_perf_campaign_performance_report,main bi_db bronze_fivetran_adwords_campaign_perf_v_perf_campaign_performance_report
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.bi_db.bronze_fivetran_twitter_ads_campaign_history,main bi_db bronze_fivetran_twitter_ads_campaign_history
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.general.bronze_fivetran_apple_search_ads_campaign_report,main general bronze_fivetran_apple_search_ads_campaign_report
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.general.bronze_fivetran_tiktok_ads_campaign_report_daily,main general bronze_fivetran_tiktok_ads_campaign_report_daily
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.marketing.bronze_fivetran_snapchat_ads_campaign_daily_report,main marketing bronze_fivetran_snapchat_ads_campaign_daily_report
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.sharepoint.silver_sharepoint_marketing_region_mapping,main sharepoint silver_sharepoint_marketing_region_mapping
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,required_tables,main.sharepoint.silver_sharepoint_marketing_subchannel_level_data,main sharepoint silver_sharepoint_marketing_subchannel_level_data
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,sample_questions,Top 10 affiliates by FTDs this quarter?,top 10 affiliates by ftds this quarter
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,sample_questions,Cost-per-FTD on Google UAC vs Facebook last 30 days?,cost-per-ftd on google uac vs facebook last 30 days
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,sample_questions,How many clicks did Banner X drive in Italy yesterday?,how many clicks did banner x drive in italy yesterday
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,sample_questions,Per-tier total commission paid in May 2026?,per-tier total commission paid in may 2026
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,sample_questions,Live acquisition funnel for today by Channel ֳ— Country,live acquisition funnel for today by channel country
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,sample_questions,Which affiliate group has the highest LifetimeValue per FTD?,which affiliate group has the highest lifetimevalue per ftd
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,sample_questions,Time-series of registrations from TikTok by region last quarter,time-series of registrations from tiktok by region last quarter
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,sample_questions,Show all SEM-channel affiliates with > 1000 FTDs this year,show all sem-channel affiliates with 1000 ftds this year
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,sample_questions,What does the FunnelFromName distribution look like for the eToro Homepage funnel?,what does the funnelfromname distribution look like for the etoro homepage funnel
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/affiliate-and-paid-media.md,sample_questions,Master-affiliate roll-up: total commission for affiliate-network X,master-affiliate roll-up total commission for affiliate-network x
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/appflyer-mobile-attribution.md,triggers,main.bi_db.gold_sql_dp_prod_we_bi_db_dbo_bi_db_appflyer_reports,main bi_db gold_sql_dp_prod_we_bi_db_dbo_bi_db_appflyer_reports
domain-marketing-and-acquisition,knowledge/skills/domain-marketing-and-acquisition/appflyer-mobile-attribution.md,triggers,gold_sql_dp_prod_we_bi_db_dbo_bi_db_appflyer_reports,gold_sql_dp_prod_we_bi_db_dbo_bi_db_appflyer_reports
